Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.270	24.400	166.75	0.0059969	-0.033366	-0.029302	-1.3571	17.051	27.956	909.60	-0.0070173	undefined	undefined	liquid
22.270	24.404	166.75	0.0059968	-0.033366	-0.029301	-1.3571	17.051	27.956	909.60	-0.0070173	undefined	undefined	liquid
22.270	24.408	166.75	0.0059968	-0.033366	-0.029301	-1.3571	17.051	27.956	909.60	-0.0070173	undefined	undefined	liquid
22.270	24.413	166.75	0.0059968	-0.033366	-0.029300	-1.3571	17.051	27.955	909.60	-0.0070173	undefined	undefined	liquid
22.270	24.417	166.75	0.0059968	-0.033367	-0.029300	-1.3571	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.421	166.75	0.0059968	-0.033367	-0.029299	-1.3571	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.425	166.75	0.0059968	-0.033367	-0.029299	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.429	166.75	0.0059968	-0.033367	-0.029299	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.434	166.75	0.0059968	-0.033368	-0.029298	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.438	166.75	0.0059968	-0.033368	-0.029298	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.442	166.75	0.0059968	-0.033368	-0.029297	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.446	166.75	0.0059968	-0.033368	-0.029297	-1.3572	17.051	27.955	909.60	-0.0070174	undefined	undefined	liquid
22.270	24.450	166.75	0.0059968	-0.033369	-0.029296	-1.3572	17.051	27.955	909.60	-0.0070175	undefined	undefined	liquid
22.270	24.455	166.75	0.0059968	-0.033369	-0.029296	-1.3572	17.051	27.955	909.61	-0.0070175	undefined	undefined	liquid
22.270	24.459	166.75	0.0059968	-0.033369	-0.029295	-1.3572	17.051	27.955	909.61	-0.0070175	undefined	undefined	liquid
22.270	24.463	166.76	0.0059968	-0.033369	-0.029295	-1.3573	17.051	27.955	909.61	-0.0070175	undefined	undefined	liquid
22.270	24.467	166.76	0.0059968	-0.033370	-0.029294	-1.3573	17.051	27.955	909.61	-0.0070175	undefined	undefined	liquid
