Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.430	25.600	2.2071	0.45309	0.76261	0.92383	41.224	13.205	26.324	366.78	0.20271	1.2078	0.019417	vapor
22.430	25.603	2.2074	0.45302	0.76260	0.92382	41.223	13.205	26.325	366.77	0.20271	1.2078	0.019418	vapor
22.430	25.606	2.2077	0.45296	0.76260	0.92381	41.221	13.205	26.326	366.77	0.20272	1.2078	0.019418	vapor
22.430	25.609	2.2080	0.45290	0.76259	0.92380	41.220	13.205	26.327	366.76	0.20272	1.2079	0.019418	vapor
22.430	25.612	2.2083	0.45283	0.76259	0.92379	41.219	13.206	26.328	366.76	0.20272	1.2079	0.019418	vapor
22.430	25.615	2.2086	0.45277	0.76258	0.92378	41.218	13.206	26.330	366.76	0.20272	1.2079	0.019418	vapor
22.430	25.618	2.2089	0.45271	0.76258	0.92378	41.216	13.206	26.331	366.75	0.20273	1.2079	0.019419	vapor
22.430	25.621	2.2092	0.45265	0.76257	0.92377	41.215	13.206	26.332	366.75	0.20273	1.2079	0.019419	vapor
22.430	25.624	2.2095	0.45258	0.76257	0.92376	41.214	13.206	26.333	366.75	0.20273	1.2079	0.019419	vapor
22.430	25.627	2.2098	0.45252	0.76256	0.92375	41.213	13.206	26.334	366.74	0.20274	1.2079	0.019419	vapor
22.430	25.630	2.2102	0.45246	0.76256	0.92374	41.211	13.207	26.335	366.74	0.20274	1.2079	0.019420	vapor
22.430	25.633	2.2105	0.45239	0.76255	0.92373	41.210	13.207	26.337	366.73	0.20274	1.2079	0.019420	vapor
22.430	25.636	2.2108	0.45233	0.76254	0.92372	41.209	13.207	26.338	366.73	0.20274	1.2079	0.019420	vapor
22.430	25.639	2.2111	0.45227	0.76254	0.92371	41.208	13.207	26.339	366.73	0.20275	1.2079	0.019420	vapor
22.430	25.642	2.2114	0.45221	0.76253	0.92370	41.206	13.207	26.340	366.72	0.20275	1.2079	0.019420	vapor
22.430	25.645	2.2117	0.45214	0.76253	0.92369	41.205	13.207	26.341	366.72	0.20275	1.2079	0.019421	vapor
22.430	25.648	2.2120	0.45208	0.76252	0.92369	41.204	13.208	26.342	366.71	0.20276	1.2079	0.019421	vapor
22.430	25.651	2.2123	0.45202	0.76252	0.92368	41.203	13.208	26.343	366.71	0.20276	1.2080	0.019421	vapor
22.430	25.654	2.2126	0.45196	0.76251	0.92367	41.202	13.208	26.345	366.71	0.20276	1.2080	0.019421	vapor
22.430	25.657	2.2129	0.45189	0.76251	0.92366	41.200	13.208	26.346	366.70	0.20276	1.2080	0.019421	vapor
22.430	25.660	2.2132	0.45183	0.76250	0.92365	41.199	13.208	26.347	366.70	0.20277	1.2080	0.019422	vapor
22.430	25.663	2.2135	0.45177	0.76250	0.92364	41.198	13.209	26.348	366.70	0.20277	1.2080	0.019422	vapor
22.430	25.666	2.2138	0.45171	0.76249	0.92363	41.197	13.209	26.349	366.69	0.20277	1.2080	0.019422	vapor
22.430	25.669	2.2141	0.45164	0.76248	0.92362	41.195	13.209	26.350	366.69	0.20278	1.2080	0.019422	vapor
22.430	25.672	2.2144	0.45158	0.76248	0.92361	41.194	13.209	26.352	366.68	0.20278	1.2080	0.019423	vapor
22.430	25.675	2.2148	0.45152	0.76247	0.92361	41.193	13.209	26.353	366.68	0.20278	1.2080	0.019423	vapor
22.430	25.678	2.2151	0.45145	0.76247	0.92360	41.192	13.209	26.354	366.68	0.20278	1.2080	0.019423	vapor
22.430	25.681	2.2154	0.45139	0.76246	0.92359	41.190	13.210	26.355	366.67	0.20279	1.2080	0.019423	vapor
22.430	25.684	2.2157	0.45133	0.76246	0.92358	41.189	13.210	26.356	366.67	0.20279	1.2080	0.019423	vapor
22.430	25.687	2.2160	0.45127	0.76245	0.92357	41.188	13.210	26.357	366.67	0.20279	1.2080	0.019424	vapor
22.430	25.690	2.2163	0.45120	0.76245	0.92356	41.187	13.210	26.359	366.66	0.20280	1.2080	0.019424	vapor
22.430	25.693	2.2166	0.45114	0.76244	0.92355	41.185	13.210	26.360	366.66	0.20280	1.2081	0.019424	vapor
22.430	25.696	2.2169	0.45108	0.76244	0.92354	41.184	13.210	26.361	366.65	0.20280	1.2081	0.019424	vapor
22.430	25.699	2.2172	0.45102	0.76243	0.92353	41.183	13.211	26.362	366.65	0.20280	1.2081	0.019424	vapor
22.430	25.702	2.2175	0.45095	0.76243	0.92353	41.182	13.211	26.363	366.65	0.20281	1.2081	0.019425	vapor
22.430	25.705	2.2178	0.45089	0.76242	0.92352	41.180	13.211	26.364	366.64	0.20281	1.2081	0.019425	vapor
22.430	25.708	2.2181	0.45083	0.76241	0.92351	41.179	13.211	26.366	366.64	0.20281	1.2081	0.019425	vapor
22.430	25.711	2.2184	0.45077	0.76241	0.92350	41.178	13.211	26.367	366.63	0.20282	1.2081	0.019425	vapor
22.430	25.714	2.2187	0.45071	0.76240	0.92349	41.177	13.211	26.368	366.63	0.20282	1.2081	0.019426	vapor
22.430	25.717	2.2191	0.45064	0.76240	0.92348	41.176	13.212	26.369	366.63	0.20282	1.2081	0.019426	vapor
22.430	25.720	2.2194	0.45058	0.76239	0.92347	41.174	13.212	26.370	366.62	0.20282	1.2081	0.019426	vapor
22.430	25.723	2.2197	0.45052	0.76239	0.92346	41.173	13.212	26.371	366.62	0.20283	1.2081	0.019426	vapor
22.430	25.726	2.2200	0.45046	0.76238	0.92345	41.172	13.212	26.373	366.62	0.20283	1.2081	0.019426	vapor
22.430	25.729	2.2203	0.45039	0.76238	0.92345	41.171	13.212	26.374	366.61	0.20283	1.2081	0.019427	vapor
22.430	25.732	2.2206	0.45033	0.76237	0.92344	41.169	13.213	26.375	366.61	0.20284	1.2081	0.019427	vapor
22.430	25.735	2.2209	0.45027	0.76237	0.92343	41.168	13.213	26.376	366.60	0.20284	1.2082	0.019427	vapor
22.430	25.738	2.2212	0.45021	0.76236	0.92342	41.167	13.213	26.377	366.60	0.20284	1.2082	0.019427	vapor
22.430	25.741	2.2215	0.45014	0.76235	0.92341	41.166	13.213	26.378	366.60	0.20284	1.2082	0.019427	vapor
22.430	25.744	2.2218	0.45008	0.76235	0.92340	41.164	13.213	26.379	366.59	0.20285	1.2082	0.019428	vapor
22.430	25.747	2.2221	0.45002	0.76234	0.92339	41.163	13.213	26.381	366.59	0.20285	1.2082	0.019428	vapor
22.430	25.750	2.2224	0.44996	0.76234	0.92338	41.162	13.214	26.382	366.59	0.20285	1.2082	0.019428	vapor
22.430	25.753	2.2227	0.44990	0.76233	0.92337	41.161	13.214	26.383	366.58	0.20286	1.2082	0.019428	vapor
22.430	25.756	2.2230	0.44983	0.76233	0.92337	41.160	13.214	26.384	366.58	0.20286	1.2082	0.019429	vapor
22.430	25.759	2.2234	0.44977	0.76232	0.92336	41.158	13.214	26.385	366.57	0.20286	1.2082	0.019429	vapor
22.430	25.759	2.2234	0.44976	0.76232	0.92335	41.158	13.214	26.385	366.57	0.20286	1.2082	0.019429	vapor
22.430	25.759	68.346	0.014631	0.039287	0.044526	1.9771	11.676	22.313	1056.4	-0.0090202	11.368	0.10531	liquid
22.430	25.762	68.346	0.014631	0.039287	0.044526	1.9771	11.676	22.313	1056.4	-0.0090202	11.368	0.10531	liquid
22.430	25.765	68.346	0.014631	0.039287	0.044526	1.9771	11.676	22.313	1056.4	-0.0090202	11.368	0.10531	liquid
22.430	25.768	68.346	0.014631	0.039286	0.044527	1.9771	11.676	22.313	1056.4	-0.0090203	11.368	0.10531	liquid
22.430	25.771	68.346	0.014631	0.039286	0.044527	1.9771	11.676	22.313	1056.4	-0.0090203	11.368	0.10531	liquid
22.430	25.774	68.346	0.014631	0.039286	0.044527	1.9770	11.676	22.313	1056.4	-0.0090203	11.368	0.10531	liquid
22.430	25.777	68.346	0.014631	0.039286	0.044528	1.9770	11.676	22.313	1056.4	-0.0090204	11.368	0.10531	liquid
22.430	25.780	68.346	0.014631	0.039285	0.044528	1.9770	11.676	22.313	1056.4	-0.0090204	11.368	0.10531	liquid
22.430	25.783	68.346	0.014631	0.039285	0.044528	1.9770	11.676	22.313	1056.4	-0.0090205	11.368	0.10531	liquid
22.430	25.786	68.346	0.014631	0.039285	0.044529	1.9770	11.676	22.313	1056.4	-0.0090205	11.368	0.10531	liquid
22.430	25.789	68.346	0.014631	0.039284	0.044529	1.9770	11.676	22.313	1056.4	-0.0090205	11.368	0.10531	liquid
22.430	25.792	68.346	0.014631	0.039284	0.044529	1.9770	11.676	22.313	1056.4	-0.0090206	11.368	0.10531	liquid
22.430	25.795	68.346	0.014631	0.039284	0.044530	1.9770	11.676	22.313	1056.4	-0.0090206	11.368	0.10531	liquid
22.430	25.798	68.346	0.014631	0.039284	0.044530	1.9769	11.676	22.313	1056.5	-0.0090206	11.368	0.10531	liquid
22.430	25.801	68.346	0.014631	0.039283	0.044530	1.9769	11.676	22.313	1056.5	-0.0090207	11.368	0.10531	liquid
22.430	25.804	68.347	0.014631	0.039283	0.044531	1.9769	11.676	22.313	1056.5	-0.0090207	11.368	0.10531	liquid
22.430	25.807	68.347	0.014631	0.039283	0.044531	1.9769	11.676	22.313	1056.5	-0.0090207	11.368	0.10531	liquid
22.430	25.810	68.347	0.014631	0.039283	0.044531	1.9769	11.676	22.313	1056.5	-0.0090208	11.368	0.10531	liquid
22.430	25.813	68.347	0.014631	0.039282	0.044532	1.9769	11.676	22.313	1056.5	-0.0090208	11.368	0.10531	liquid
22.430	25.816	68.347	0.014631	0.039282	0.044532	1.9769	11.676	22.313	1056.5	-0.0090209	11.368	0.10531	liquid
22.430	25.819	68.347	0.014631	0.039282	0.044532	1.9769	11.676	22.313	1056.5	-0.0090209	11.368	0.10531	liquid
22.430	25.822	68.347	0.014631	0.039281	0.044533	1.9768	11.676	22.312	1056.5	-0.0090209	11.368	0.10531	liquid
22.430	25.825	68.347	0.014631	0.039281	0.044533	1.9768	11.676	22.312	1056.5	-0.0090210	11.368	0.10531	liquid
22.430	25.828	68.347	0.014631	0.039281	0.044533	1.9768	11.676	22.312	1056.5	-0.0090210	11.368	0.10531	liquid
22.430	25.831	68.347	0.014631	0.039281	0.044534	1.9768	11.676	22.312	1056.5	-0.0090210	11.368	0.10531	liquid
22.430	25.834	68.347	0.014631	0.039280	0.044534	1.9768	11.676	22.312	1056.5	-0.0090211	11.368	0.10531	liquid
22.430	25.837	68.347	0.014631	0.039280	0.044534	1.9768	11.676	22.312	1056.5	-0.0090211	11.368	0.10531	liquid
22.430	25.840	68.347	0.014631	0.039280	0.044535	1.9768	11.676	22.312	1056.5	-0.0090212	11.368	0.10531	liquid
22.430	25.843	68.347	0.014631	0.039280	0.044535	1.9768	11.676	22.312	1056.5	-0.0090212	11.368	0.10531	liquid
22.430	25.846	68.347	0.014631	0.039279	0.044535	1.9767	11.676	22.312	1056.5	-0.0090212	11.368	0.10531	liquid
22.430	25.849	68.347	0.014631	0.039279	0.044536	1.9767	11.676	22.312	1056.5	-0.0090213	11.368	0.10531	liquid
22.430	25.852	68.347	0.014631	0.039279	0.044536	1.9767	11.676	22.312	1056.5	-0.0090213	11.368	0.10531	liquid
22.430	25.855	68.347	0.014631	0.039278	0.044537	1.9767	11.676	22.312	1056.5	-0.0090213	11.368	0.10531	liquid
22.430	25.858	68.347	0.014631	0.039278	0.044537	1.9767	11.676	22.312	1056.5	-0.0090214	11.368	0.10531	liquid
22.430	25.861	68.347	0.014631	0.039278	0.044537	1.9767	11.676	22.312	1056.5	-0.0090214	11.368	0.10531	liquid
22.430	25.864	68.347	0.014631	0.039278	0.044538	1.9767	11.676	22.312	1056.5	-0.0090214	11.368	0.10531	liquid
22.430	25.867	68.347	0.014631	0.039277	0.044538	1.9767	11.676	22.312	1056.5	-0.0090215	11.368	0.10531	liquid
22.430	25.870	68.347	0.014631	0.039277	0.044538	1.9766	11.676	22.312	1056.5	-0.0090215	11.368	0.10531	liquid
22.430	25.873	68.347	0.014631	0.039277	0.044539	1.9766	11.676	22.312	1056.5	-0.0090216	11.368	0.10531	liquid
