Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.370	25.600	68.426	0.014614	0.037972	0.043172	1.9181	11.668	22.225	1058.5	-0.0091098	11.420	0.10530	liquid
22.370	25.603	68.426	0.014614	0.037971	0.043172	1.9181	11.668	22.225	1058.5	-0.0091098	11.420	0.10530	liquid
22.370	25.606	68.426	0.014614	0.037971	0.043172	1.9181	11.668	22.225	1058.5	-0.0091099	11.420	0.10530	liquid
22.370	25.609	68.426	0.014614	0.037971	0.043173	1.9181	11.668	22.225	1058.5	-0.0091099	11.420	0.10530	liquid
22.370	25.612	68.426	0.014614	0.037971	0.043173	1.9181	11.668	22.225	1058.5	-0.0091099	11.420	0.10530	liquid
22.370	25.615	68.426	0.014614	0.037970	0.043173	1.9180	11.668	22.225	1058.5	-0.0091100	11.420	0.10530	liquid
22.370	25.618	68.426	0.014614	0.037970	0.043174	1.9180	11.668	22.225	1058.5	-0.0091100	11.420	0.10530	liquid
22.370	25.621	68.426	0.014614	0.037970	0.043174	1.9180	11.668	22.225	1058.5	-0.0091101	11.420	0.10530	liquid
22.370	25.624	68.426	0.014614	0.037970	0.043174	1.9180	11.668	22.225	1058.5	-0.0091101	11.420	0.10531	liquid
22.370	25.627	68.427	0.014614	0.037969	0.043175	1.9180	11.668	22.225	1058.5	-0.0091101	11.420	0.10531	liquid
22.370	25.630	68.427	0.014614	0.037969	0.043175	1.9180	11.668	22.225	1058.5	-0.0091102	11.420	0.10531	liquid
22.370	25.633	68.427	0.014614	0.037969	0.043176	1.9180	11.668	22.225	1058.5	-0.0091102	11.420	0.10531	liquid
22.370	25.636	68.427	0.014614	0.037968	0.043176	1.9180	11.668	22.225	1058.5	-0.0091102	11.420	0.10531	liquid
22.370	25.639	68.427	0.014614	0.037968	0.043176	1.9179	11.668	22.225	1058.5	-0.0091103	11.420	0.10531	liquid
22.370	25.642	68.427	0.014614	0.037968	0.043177	1.9179	11.668	22.225	1058.5	-0.0091103	11.420	0.10531	liquid
22.370	25.645	68.427	0.014614	0.037968	0.043177	1.9179	11.668	22.225	1058.5	-0.0091103	11.420	0.10531	liquid
22.370	25.648	68.427	0.014614	0.037967	0.043177	1.9179	11.668	22.224	1058.5	-0.0091104	11.420	0.10531	liquid
22.370	25.651	68.427	0.014614	0.037967	0.043178	1.9179	11.668	22.224	1058.5	-0.0091104	11.420	0.10531	liquid
22.370	25.654	68.427	0.014614	0.037967	0.043178	1.9179	11.668	22.224	1058.5	-0.0091105	11.420	0.10531	liquid
22.370	25.657	68.427	0.014614	0.037967	0.043178	1.9179	11.668	22.224	1058.5	-0.0091105	11.420	0.10531	liquid
22.370	25.660	68.427	0.014614	0.037966	0.043179	1.9179	11.668	22.224	1058.5	-0.0091105	11.420	0.10531	liquid
22.370	25.663	68.427	0.014614	0.037966	0.043179	1.9178	11.668	22.224	1058.5	-0.0091106	11.420	0.10531	liquid
22.370	25.666	68.427	0.014614	0.037966	0.043179	1.9178	11.668	22.224	1058.5	-0.0091106	11.420	0.10531	liquid
22.370	25.669	68.427	0.014614	0.037965	0.043180	1.9178	11.668	22.224	1058.5	-0.0091106	11.420	0.10531	liquid
22.370	25.672	68.427	0.014614	0.037965	0.043180	1.9178	11.668	22.224	1058.5	-0.0091107	11.420	0.10531	liquid
22.370	25.675	68.427	0.014614	0.037965	0.043180	1.9178	11.668	22.224	1058.5	-0.0091107	11.420	0.10531	liquid
22.370	25.678	68.427	0.014614	0.037965	0.043181	1.9178	11.668	22.224	1058.5	-0.0091107	11.420	0.10531	liquid
22.370	25.681	68.427	0.014614	0.037964	0.043181	1.9178	11.668	22.224	1058.5	-0.0091108	11.420	0.10531	liquid
22.370	25.684	68.427	0.014614	0.037964	0.043181	1.9178	11.668	22.224	1058.5	-0.0091108	11.420	0.10531	liquid
22.370	25.687	68.427	0.014614	0.037964	0.043182	1.9177	11.668	22.224	1058.5	-0.0091109	11.420	0.10531	liquid
22.370	25.690	68.427	0.014614	0.037964	0.043182	1.9177	11.668	22.224	1058.5	-0.0091109	11.420	0.10531	liquid
22.370	25.693	68.427	0.014614	0.037963	0.043182	1.9177	11.668	22.224	1058.5	-0.0091109	11.420	0.10531	liquid
22.370	25.696	68.427	0.014614	0.037963	0.043183	1.9177	11.668	22.224	1058.5	-0.0091110	11.420	0.10531	liquid
22.370	25.699	68.427	0.014614	0.037963	0.043183	1.9177	11.668	22.224	1058.5	-0.0091110	11.420	0.10531	liquid
22.370	25.702	68.427	0.014614	0.037963	0.043183	1.9177	11.668	22.224	1058.5	-0.0091110	11.420	0.10531	liquid
22.370	25.705	68.427	0.014614	0.037962	0.043184	1.9177	11.668	22.224	1058.5	-0.0091111	11.420	0.10531	liquid
22.370	25.708	68.427	0.014614	0.037962	0.043184	1.9177	11.668	22.224	1058.5	-0.0091111	11.420	0.10531	liquid
22.370	25.711	68.428	0.014614	0.037962	0.043184	1.9177	11.668	22.224	1058.5	-0.0091111	11.420	0.10531	liquid
22.370	25.714	68.428	0.014614	0.037961	0.043185	1.9176	11.668	22.224	1058.5	-0.0091112	11.420	0.10531	liquid
22.370	25.717	68.428	0.014614	0.037961	0.043185	1.9176	11.668	22.224	1058.5	-0.0091112	11.421	0.10531	liquid
22.370	25.720	68.428	0.014614	0.037961	0.043185	1.9176	11.668	22.224	1058.5	-0.0091113	11.421	0.10531	liquid
22.370	25.723	68.428	0.014614	0.037961	0.043186	1.9176	11.668	22.224	1058.5	-0.0091113	11.421	0.10531	liquid
22.370	25.726	68.428	0.014614	0.037960	0.043186	1.9176	11.668	22.224	1058.5	-0.0091113	11.421	0.10531	liquid
