RunNumber    target    charge       TLT   TE_SHMS    TE_HMS SHMS_aero  SHMS_cal   HMS_cal   HMS_cer       all
7717        D2   33.8135  0.983817  0.955556         1  0.908429  0.902751  0.997805  0.970529  0.746593
7718        D2   37.5694  0.984293      0.95  0.956522  0.914292  0.911428  0.995917  0.974009  0.722996
7719        D2   30.6436  0.984117      0.92         1  0.916194  0.914735  0.993827   0.97164  0.732713
7720        D2   31.6632  0.984142  0.962963         1  0.914636  0.916542         1         1  0.794453
7721        D2   35.1805  0.982214  0.939394         1    0.9113  0.903697  0.994933  0.972017  0.734862
7722        D2   30.6857  0.983689  0.857143         1  0.914336  0.910114  0.994815  0.967979  0.675649
7724        D2   103.539  0.992653         1         1  0.919018  0.917123  0.994649  0.971315  0.808312
7735        D2   156.112         1  0.970935         1  0.923625  0.924586   0.99454  0.971008  0.800715
7736        D2   179.289         1  0.970155         1  0.928591   0.93017  0.997063  0.975473  0.815016
7737        D2   145.796  0.984256   0.93985         1  0.902585  0.903933  0.997844  0.976376   0.73531
7738        D2   155.962  0.983147  0.957627         1  0.919475  0.920321  0.994934  0.969219  0.768264
7739        D2   16.8447  0.982143  0.882353         1  0.914894  0.910703  0.992611  0.961538  0.689144
7740        D2   181.941  0.983463  0.951872         1  0.912599  0.910474  0.996767  0.973227  0.754556
7757        D2   142.723  0.980281  0.958955  0.994186  0.911418  0.911786  0.996862  0.966824  0.748531
7758        D2   178.842  0.980914  0.951368  0.994565  0.905951  0.901591  0.996231  0.975775  0.736948
7759        D2   138.664  0.979456   0.92823         1  0.907719  0.897919  0.995518  0.967517  0.713734
7760        D2   110.974  0.991429  0.923077         1  0.944383  0.948367  0.997441  0.972971  0.795446
7767        D2    3.1884         1  0.971214         1  0.901515  0.922559         1         1   0.80776
7768        D2   64.9165         1   0.97454         1  0.938431  0.938661  0.995851  0.969134  0.828494
7769        D2   43.2659         1  0.975158         1  0.938971   0.94167  0.997919  0.969218  0.833955
7770        D2   30.2892         1  0.972984         1  0.946203  0.946722   0.99722   0.96757  0.840981
7771        D2   33.6331         1  0.973755         1  0.939366  0.943271  0.994985  0.966115  0.829405
7775        D2   82.5619  0.987155  0.949153  0.967742  0.933042  0.931193  0.993888  0.974808   0.76327
7776        D2   74.0055  0.986959      0.96         1  0.931113  0.931955  0.998159  0.971109  0.796958
7777        D2   85.2502   0.98695  0.976744         1   0.93085  0.930434  0.996281  0.973001   0.80935
7783        D2    55.667  0.982689  0.938776         1  0.909827  0.906578  0.996325  0.971005  0.736147
7784        D2   58.6496  0.982352  0.981818         1  0.917749  0.913474  0.996871  0.968933     0.781
7785        D2     61.07  0.982814         1         1  0.918301  0.918569  0.993838  0.974738  0.803102
7786        D2   56.8929  0.981985  0.978723         1  0.911733   0.90573  0.997175  0.974297  0.771071
7787        D2   37.6954   0.98096       0.9  0.958333  0.925621  0.918766  0.994332  0.973917   0.69679
7796        D2   154.307  0.985847  0.932584         1  0.912555    0.9147  0.995238  0.968229  0.739504
7797        D2   145.118  0.985942  0.956044  0.983333  0.904995  0.905465  0.994708  0.969321  0.732336
7798        D2   154.306  0.979822  0.923469         1  0.894264  0.892408  0.994627  0.973532  0.699212
7799        D2   149.577  0.978984  0.965686  0.991803  0.902441  0.903645  0.995307  0.972229  0.739911
7800        D2   82.0727  0.989672  0.948276         1  0.914223  0.913765  0.994697  0.976644  0.761623
7805        D2   100.839  0.978968  0.921687  0.988636  0.908109  0.909459  0.994619  0.971891  0.712171
7806        D2   120.081  0.980761  0.939227         1    0.8979  0.898614   0.99282  0.972936  0.717943
7807        D2   61.2382  0.980879    0.9375         1  0.912959  0.913895  0.994576  0.974925  0.743949
7808        D2   89.7701  0.987209  0.962963         1  0.934865  0.936505  0.994331  0.975533  0.807329
7809        D2   78.7684   0.98894  0.938776         1  0.930287  0.932388  0.997304   0.97005  0.779053
7813        D2   73.7786  0.982959  0.927536         1  0.921348   0.92166  0.995273   0.96945  0.747014
7814        D2   97.3131  0.982789  0.920354         1  0.920711  0.919976  0.995735  0.975716  0.744359
7815        D2   51.6986  0.981405  0.932203         1  0.910005  0.906687  0.995111  0.967401  0.726672
7816        D2   55.5482  0.982869  0.962963         1   0.91517  0.913126  0.995398  0.974243  0.767011
7817        D2   63.4904  0.982494  0.983871         1  0.905979  0.906617  0.992532  0.970836  0.765068
