correct as of April 4 2022
Run	PTRIG1	Cur	ChCorr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	BOIL	FADC	Total
5469	69.4253	57.1714	48.573	0.96	0.994	0.98	0.968	0.99842	0.99506	0.9900	0.9851	0.9965	0.8740
5470	14.6583	31.2122	36.4495	0.96	0.994	0.98	0.968	0.99778	0.99631	0.9977	0.9919	0.9993	0.8899
5471	17.3909	37.0784	64.2816	0.96	0.994	0.98	0.968	0.99917	0.99625	0.9985	0.9904	0.9991	0.8903
5472	139.19	57.2845	47.7454	0.96	0.994	0.98	0.968	0.99796	0.99203	0.9882	0.9851	0.9930	0.8663
5473	139.711	57.4451	75.2938	0.96	0.994	0.98	0.968	0.99779	0.99204	0.9861	0.9851	0.9930	0.8643
5474	142.812	58.671	67.9034	0.96	0.994	0.98	0.968	0.99721	0.99186	0.9894	0.9847	0.9929	0.8661
5475	509.13	9.65312	7.73221	0.96	0.994	0.98	0.968	0.99890	0.98696	0.9792	0.9975	0.9745	0.8495
5476	509.747	9.66116	14.2927	0.96	0.994	0.98	0.968	0.99844	0.98777	0.9796	0.9975	0.9745	0.8501
5477	511.654	9.69948	17.2308	0.96	0.994	0.98	0.968	0.99796	0.98737	0.9798	0.9975	0.9744	0.8495
5478	509.314	9.65607	15.6912	0.96	0.994	0.98	0.968	0.99886	0.98779	0.9800	0.9975	0.9745	0.8509
5479	503.338	9.54078	12.8626	0.96	0.994	0.98	0.968	0.99806	0.98731	0.9778	0.9975	0.9748	0.8481
5480	276.308	37.5066	57.6132	0.96	0.994	0.98	0.968	0.99914	0.99071	0.9861	0.9902	0.9862	0.8629
5481	285.767	38.8263	19.3921	0.96	0.994	0.98	0.968	0.99831	0.99325	0.9850	0.9899	0.9857	0.8627
5483	495.505	18.8721	25.9318	0.96	0.994	0.98	0.968	0.99866	0.98777	0.9771	0.9951	0.9752	0.8467
5484	505.894	19.2781	31.3411	0.96	0.994	0.98	0.968	0.99878	0.98770	0.9773	0.9950	0.9747	0.8464
5485	509.901	19.4366	33.1365	0.96	0.994	0.98	0.968	0.99856	0.98760	0.9770	0.9949	0.9745	0.8456
5486	479.177	9.6917	18.42	0.96	0.994	0.98	0.968	0.99869	0.98787	0.9803	0.9975	0.9760	0.8524
5487	479.378	9.70259	21.7385	0.96	0.994	0.98	0.968	0.99860	0.98855	0.9783	0.9975	0.9760	0.8511
5488	477.461	9.66499	22.1962	0.96	0.994	0.98	0.968	0.99864	0.98952	0.9820	0.9975	0.9761	0.8553
5491	471.576	31.7681	39.8122	0.96	0.994	0.98	0.968	0.99909	0.98997	0.9807	0.9917	0.9764	0.8503
5492	474.583	31.9875	25.0073	0.96	0.994	0.98	0.968	0.99899	0.98934	0.9808	0.9917	0.9763	0.8495
5493	564.119	5.66659	13.3604	0.96	0.994	0.98	0.968	0.99878	0.98740	0.9791	0.9985	0.9718	0.8481
5494	566.793	5.69413	22.6994	0.96	0.994	0.98	0.968	0.99873	0.98800	0.9782	0.9985	0.9717	0.8478
5495	564.27	5.66759	18.4354	0.96	0.994	0.98	0.968	0.99862	0.98799	0.9799	0.9985	0.9718	0.8493
5496	518.801	8.05854	24.0767	0.96	0.994	0.98	0.968	0.99820	0.98782	0.9814	0.9979	0.9741	0.8515
5497	518.047	8.04643	16.7762	0.96	0.994	0.98	0.968	0.99865	0.98931	0.9795	0.9979	0.9741	0.8515
5498	515.33	8.00264	16.7282	0.96	0.994	0.98	0.968	0.99823	0.98833	0.9815	0.9979	0.9742	0.8522
5499	334.163	35.7802	55.2426	0.96	0.994	0.98	0.968	0.99873	0.99147	0.9853	0.9907	0.9833	0.8603
5500	336.043	35.9848	47.553	0.96	0.994	0.98	0.968	0.99916	0.99161	0.9847	0.9906	0.9832	0.8602
5501	530.826	16.5266	25.7195	0.96	0.994	0.98	0.968	0.99831	0.98758	0.9803	0.9957	0.9735	0.8480
5502	527.55	16.4198	37.6567	0.96	0.994	0.98	0.968	0.99837	0.98856	0.9769	0.9957	0.9736	0.8462
5504	528.038	16.4369	31.8268	0.96	0.994	0.98	0.968	0.99831	0.98900	0.9774	0.9957	0.9736	0.8469
5505	576.063	28.0818	34.0683	0.96	0.994	0.98	0.968	0.99865	0.98723	0.9758	0.9927	0.9712	0.8396
5507	501.351	24.1831	30.5217	0.96	0.994	0.98	0.968	0.99859	0.98819	0.9761	0.9937	0.9749	0.8447
5508	506.374	24.4309	35.7247	0.96	0.994	0.98	0.968	0.99859	0.98769	0.9811	0.9936	0.9747	0.8484
5509	238.685	38.7209	39.3577	0.96	0.994	0.98	0.968	0.99825	0.99368	0.9903	0.9899	0.9881	0.8698
5510	226.31	36.6656	38.4491	0.96	0.994	0.98	0.968	0.99875	0.99375	0.9885	0.9905	0.9887	0.8697
5511	478.861	11.6415	14.3128	0.96	0.994	0.98	0.968	0.99830	0.98975	0.9817	0.9970	0.9761	0.8544
5512	477.994	11.6221	19.8522	0.96	0.994	0.98	0.968	0.99822	0.98965	0.9827	0.9970	0.9761	0.8552
5514	478.213	11.6294	19.3272	0.96	0.994	0.98	0.968	0.99830	0.98906	0.9821	0.9970	0.9761	0.8542
5515	507.105	19.5986	30.4027	0.96	0.994	0.98	0.968	0.99850	0.98856	0.9805	0.9949	0.9746	0.8496
5517	508.072	19.633	32.4578	0.96	0.994	0.98	0.968	0.99839	0.98867	0.9803	0.9949	0.9746	0.8493
5518	161.813	39.1784	43.2983	0.96	0.994	0.98	0.968	0.99790	0.99459	0.9933	0.9898	0.9919	0.8762
5519	161.639	39.1565	36.9424	0.96	0.994	0.98	0.968	0.99833	0.99541	0.9933	0.9898	0.9919	0.8773
5520	514.806	39.0288	44.0575	0.96	0.994	0.98	0.968	0.99791	0.98847	0.9772	0.9899	0.9743	0.8414
5521	511.43	38.7788	43.3115	0.96	0.994	0.98	0.968	0.99819	0.98806	0.9784	0.9899	0.9744	0.8426
5522	519.505	39.4041	24.0482	0.96	0.994	0.98	0.968	0.99842	0.98824	0.9731	0.9898	0.9740	0.8379
5524	463.553	53.8419	48.5874	0.96	0.994	0.98	0.968	0.99822	0.98918	0.9796	0.9860	0.9768	0.8433
5525	498.8	57.9767	60.8603	0.96	0.994	0.98	0.968	0.99785	0.98889	0.9752	0.9849	0.9751	0.8365
5527	514.021	59.6897	41.1298	0.96	0.994	0.98	0.968	0.99779	0.98889	0.9744	0.9845	0.9743	0.8348
5528	108.088	39.0744	40.1447	0.96	0.994	0.98	0.968	0.99807	0.99559	0.9953	0.9898	0.9946	0.8814
5529	107.404	38.8373	36.1577	0.96	0.994	0.98	0.968	0.99878	0.99602	0.9941	0.9899	0.9946	0.8814
5530	524.232	32.2886	31.3677	0.96	0.994	0.98	0.968	0.99806	0.98839	0.9757	0.9916	0.9738	0.8414
5531	520.417	32.0485	49.9766	0.96	0.994	0.98	0.968	0.99806	0.98821	0.9789	0.9917	0.9740	0.8441
5532	526.065	32.4083	44.4484	0.96	0.994	0.98	0.968	0.99809	0.98806	0.9780	0.9916	0.9737	0.8430
5534	479.704	46.8548	31.2855	0.96	0.994	0.98	0.968	0.99818	0.98924	0.9769	0.9878	0.9760	0.8419
5535	482.693	47.1506	59.4795	0.96	0.994	0.98	0.968	0.99756	0.98813	0.9784	0.9877	0.9759	0.8415
5536	72.5226	39.1659	45.9738	0.96	0.994	0.98	0.968	0.99895	0.99580	0.9969	0.9898	0.9964	0.8853
5537	72.6072	39.2386	26.2319	0.96	0.994	0.98	0.968	0.99830	0.99887	0.9973	0.9898	0.9964	0.8878
5538	372.585	65.3488	58.7703	0.96	0.994	0.98	0.968	0.99783	0.99033	0.9815	0.9830	0.9814	0.8469
5539	375.835	65.511	64.0821	0.96	0.994	0.98	0.968	0.99781	0.98981	0.9804	0.9830	0.9812	0.8454
5540	354.543	63.0122	58.5241	0.96	0.994	0.98	0.968	0.99816	0.99087	0.9816	0.9836	0.9823	0.8491
5542	217.159	61.4872	50.5352	0.96	0.994	0.98	0.968	0.99854	0.99305	0.9847	0.9840	0.9891	0.8603
5543	229.927	64.8824	65.5033	0.96	0.994	0.98	0.968	0.99805	0.99275	0.9878	0.9831	0.9885	0.8610
5544	227.99	64.0477	43.0018	0.96	0.994	0.98	0.968	0.99803	0.99267	0.9837	0.9833	0.9886	0.8576
5546	48.3919	39.1787	47.4098	0.96	0.994	0.98	0.968	0.99813	0.99485	0.9980	0.9898	0.9976	0.8858
5547	48.0432	38.8886	47.0508	0.96	0.994	0.98	0.968	0.99800	0.99800	0.9974	0.9899	0.9976	0.8880
5548	409.729	63.3902	73.5704	0.96	0.994	0.98	0.968	0.99759	0.98967	0.9801	0.9835	0.9795	0.8438
5549	412.856	63.8965	70.7836	0.96	0.994	0.98	0.968	0.99751	0.99049	0.9793	0.9834	0.9794	0.8436
5550	406.489	62.8996	64.7448	0.96	0.994	0.98	0.968	0.99714	0.98944	0.9804	0.9836	0.9797	0.8438
5551	261.601	64.2766	65.7301	0.96	0.994	0.98	0.968	0.99750	0.99181	0.9875	0.9833	0.9869	0.8582
5552	259.228	63.6277	73.1349	0.96	0.994	0.98	0.968	0.99703	0.99244	0.9862	0.9835	0.9870	0.8575
5553	259.728	63.7803	63.6604	0.96	0.994	0.98	0.968	0.99729	0.99221	0.9872	0.9834	0.9870	0.8583
5554	32.3024	39.1183	44.6392	0.96	0.994	0.98	0.968	0.99499	0.99929	0.9974	0.9898	0.9984	0.8871
5555	32.3321	39.1674	47.0406	0.96	0.994	0.98	0.968	0.99935	0.99871	0.9987	0.9898	0.9984	0.8917
5556	142.118	64.0866	61.0789	0.96	0.994	0.98	0.968	0.99822	0.99625	0.9906	0.9833	0.9929	0.8707
5557	139.248	62.5041	41.007	0.96	0.994	0.98	0.968	0.99790	0.99408	0.9902	0.9837	0.9930	0.8686
5558	138.918	62.9339	97.7744	0.96	0.994	0.98	0.968	0.99788	0.99496	0.9923	0.9836	0.9931	0.8711
5561	86.4516	63.7171	70.1939	0.96	0.994	0.98	0.968	0.99776	0.99683	0.9920	0.9834	0.9957	0.8745
5562	86.9507	63.7972	58.6663	0.96	0.994	0.98	0.968	0.99855	0.99576	0.9952	0.9834	0.9957	0.8771
5563	87.9387	64.1935	72.1442	0.96	0.994	0.98	0.968	0.99731	0.99552	0.9939	0.9833	0.9956	0.8745
5564	21.5881	38.9685	43.515	0.96	0.994	0.98	0.968	0.99683	0.99894	0.9984	0.9899	0.9989	0.8899
5565	21.8606	39.4964	40.8925	0.96	0.994	0.98	0.968	0.99771	0.99886	0.9987	0.9897	0.9989	0.8908
5566	162.441	64.1409	74.3023	0.96	0.994	0.98	0.968	0.99745	0.99376	0.9883	0.9833	0.9919	0.8649
5567	154.039	60.8633	49.5085	0.96	0.994	0.98	0.968	0.99775	0.99409	0.9905	0.9842	0.9923	0.8685
5568	143.631	56.6227	43.3424	0.96	0.994	0.98	0.968	0.99733	0.99382	0.9900	0.9853	0.9928	0.8689
5569	98.7288	63.8634	62.8368	0.96	0.994	0.98	0.968	0.99749	0.99311	0.9928	0.9834	0.9951	0.8712
5570	95.9936	62.1011	64.5262	0.96	0.994	0.98	0.968	0.99729	0.99435	0.9908	0.9839	0.9952	0.8709
5571	96.9511	62.7714	27.4486	0.96	0.994	0.98	0.968	0.99838	0.99478	0.9937	0.9837	0.9952	0.8745
5573	14.0579	37.957	28.588	0.96	0.994	0.98	0.968	0.99738	0.99738	0.9985	0.9901	0.9993	0.8897
5574	14.2454	38.4723	23.2548	0.96	0.994	0.98	0.968	1.00000	0.99691	0.9989	0.9900	0.9993	0.8918
5575	14.4168	38.9574	24.1083	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9992	0.9899	0.9993	0.8947
5576	14.6599	39.6137	6.24801	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9981	0.9897	0.9993	0.8935
5577	52.827	64.6609	84.0923	0.96	0.994	0.98	0.968	0.99805	0.99702	0.9946	0.9832	0.9974	0.8786
5578	48.9488	60.4941	59.7518	0.96	0.994	0.98	0.968	0.99769	0.99808	0.9946	0.9843	0.9976	0.8803
5579	52.3757	64.2386	21.7816	0.96	0.994	0.98	0.968	0.99685	0.99842	0.9949	0.9833	0.9974	0.8790
5581	30.2077	61.9122	51.136	0.96	0.994	0.98	0.968	0.99710	0.99503	0.9955	0.9839	0.9985	0.8783
5582	30.0086	61.0212	56.1112	0.96	0.994	0.98	0.968	0.99822	0.99431	0.9970	0.9841	0.9985	0.8802
5583	29.2395	58.921	38.5819	0.96	0.994	0.98	0.968	0.99948	0.99636	0.9962	0.9847	0.9985	0.8830
5584	9.64173	38.9364	45.4718	0.96	0.994	0.98	0.968	0.99749	0.99499	0.9987	0.9899	0.9995	0.8877
5585	9.66592	39.0918	48.741	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9986	0.9898	0.9995	0.8944
5586	57.8064	62.2429	61.5832	0.96	0.994	0.98	0.968	0.99727	0.99363	0.9937	0.9838	0.9971	0.8744
5587	57.4015	61.7647	54.8278	0.96	0.994	0.98	0.968	0.99684	0.99385	0.9940	0.9839	0.9971	0.8746
5588	57.7796	62.2064	48.3514	0.96	0.994	0.98	0.968	0.99808	0.99269	0.9946	0.9838	0.9971	0.8751
5589	514.325	3.38562	10.376	0.96	0.994	0.98	0.968	0.99890	0.98780	0.9801	0.9991	0.9743	0.8522
5590	507.33	3.33204	10.4024	0.96	0.994	0.98	0.968	0.99865	0.98810	0.9813	0.9991	0.9746	0.8536
5591	510.047	3.35285	10.1872	0.96	0.994	0.98	0.968	0.99840	0.98896	0.9818	0.9991	0.9745	0.8544
5593	471.384	19.5051	24.0252	0.96	0.994	0.98	0.968	0.99857	0.98977	0.9795	0.9949	0.9764	0.8514
5594	462.545	19.1335	20.4092	0.96	0.994	0.98	0.968	0.99818	0.98863	0.9807	0.9950	0.9769	0.8516
5595	488.649	6.71769	14.536	0.96	0.994	0.98	0.968	0.99865	0.99038	0.9802	0.9983	0.9756	0.8547
5596	484.411	6.65149	14.5332	0.96	0.994	0.98	0.968	0.99885	0.98985	0.9807	0.9983	0.9758	0.8550
5597	486.865	6.68621	14.5173	0.96	0.994	0.98	0.968	0.99881	0.98792	0.9801	0.9983	0.9757	0.8527
5600	492.485	22.4403	34.1103	0.96	0.994	0.98	0.968	0.99757	0.98910	0.9796	0.9942	0.9754	0.8484
5602	490.389	22.3426	33.1839	0.96	0.994	0.98	0.968	0.99806	0.98890	0.9802	0.9942	0.9755	0.8493
5603	255.18	39.2913	44.8636	0.96	0.994	0.98	0.968	0.99814	0.99238	0.9874	0.9898	0.9872	0.8651
5604	248.478	38.2481	41.1991	0.96	0.994	0.98	0.968	0.99836	0.99255	0.9913	0.9901	0.9876	0.8694
5605	481.84	11.0923	22.0935	0.96	0.994	0.98	0.968	0.99798	0.98932	0.9830	0.9971	0.9759	0.8549
5607	484.988	11.1674	22.2329	0.96	0.994	0.98	0.968	0.99807	0.98859	0.9819	0.9971	0.9758	0.8532
5610	491.345	14.5959	23.2774	0.96	0.994	0.98	0.968	0.99825	0.98823	0.9818	0.9962	0.9754	0.8520
5611	493.534	14.6615	26.8887	0.96	0.994	0.98	0.968	0.99816	0.98873	0.9810	0.9962	0.9753	0.8515
5612	486.731	14.4547	25.2551	0.96	0.994	0.98	0.968	0.99808	0.98907	0.9805	0.9962	0.9757	0.8517
5613	380.12	39.1043	44.1706	0.96	0.994	0.98	0.968	0.99809	0.99044	0.9835	0.9898	0.9810	0.8546
5614	380.527	39.1628	41.5078	0.96	0.994	0.98	0.968	0.99803	0.99155	0.9850	0.9898	0.9810	0.8568
5615	466.965	6.89746	17.7453	0.96	0.994	0.98	0.968	0.99810	0.98903	0.9827	0.9982	0.9767	0.8561
5616	465.453	6.87453	17.3404	0.96	0.994	0.98	0.968	0.99844	0.98957	0.9836	0.9982	0.9767	0.8577
5617	465.338	6.87336	17.5922	0.96	0.994	0.98	0.968	0.99820	0.98948	0.9811	0.9982	0.9767	0.8553
5618	167.747	58.6359	60.2704	0.96	0.994	0.98	0.968	0.99779	0.97925	0.9805	0.9848	0.9916	0.8468
5619	170.599	59.6143	58.507	0.96	0.994	0.98	0.968	0.99778	0.97911	0.9836	0.9845	0.9915	0.8491
5620	166.479	58.1963	34.0721	0.96	0.994	0.98	0.968	0.99758	0.97663	0.9819	0.9849	0.9917	0.8458
5621	17.9691	39.0993	47.4571	0.96	0.994	0.98	0.968	0.99818	0.98787	0.9975	0.9898	0.9991	0.8806
5622	18.0646	39.334	27.4811	0.96	0.994	0.98	0.968	0.99895	0.99474	0.9979	0.9898	0.9991	0.8877
5623	78.3842	58.1595	66.3366	0.96	0.994	0.98	0.968	0.99800	0.97910	0.9873	0.9849	0.9961	0.8567
5624	78.4429	58.5464	45.4863	0.96	0.994	0.98	0.968	0.99855	0.97781	0.9868	0.9848	0.9961	0.8555
5625	78.2567	58.3578	53.601	0.96	0.994	0.98	0.968	0.99827	0.98101	0.9893	0.9848	0.9961	0.8603
5627	35.718	57.3525	44.6566	0.96	0.994	0.98	0.968	0.99641	0.98087	0.9913	0.9851	0.9982	0.8624
5628	31.613	51	43.5999	0.96	0.994	0.98	0.968	0.99687	0.98184	0.9901	0.9867	0.9984	0.8642
5630	36.9196	59.3703	65.0568	0.96	0.994	0.98	0.968	0.99854	0.98229	0.9907	0.9846	0.9982	0.8644
5632	8.40888	39.1582	30.2726	0.96	0.994	0.98	0.968	0.99686	0.98742	0.9983	0.9898	0.9996	0.8801
5633	8.30519	38.7055	30.6394	0.96	0.994	0.98	0.968	0.99854	0.99123	0.9982	0.9899	0.9996	0.8850
5634	77.409	58.4484	56.1781	0.96	0.994	0.98	0.968	0.99759	0.97723	0.9861	0.9848	0.9961	0.8537
5635	78.0414	58.9402	56.8357	0.96	0.994	0.98	0.968	0.99749	0.97797	0.9894	0.9847	0.9961	0.8570
5636	37.268	29.4016	33.2305	0.96	0.994	0.98	0.968	0.99653	0.98458	0.9938	0.9924	0.9981	0.8743
5637	4.19584	19.5362	12.9386	0.96	0.994	0.98	0.968	1.00000	0.99590	0.9992	0.9949	0.9998	0.8961
5639	113.426	58.0097	41.8595	0.96	0.994	0.98	0.968	0.99818	0.99142	0.9885	0.9849	0.9943	0.8672
5640	115.353	58.918	46.4865	0.96	0.994	0.98	0.968	0.99754	0.99257	0.9871	0.9847	0.9942	0.8662
5641	134.884	57.2693	46.3707	0.96	0.994	0.98	0.968	0.99784	0.98896	0.9833	0.9851	0.9933	0.8595
5643	123.556	59.8163	12.0491	0.96	0.994	0.98	0.968	0.99683	0.99281	0.9885	0.9844	0.9938	0.8664
5644	120.651	58.6199	56.8697	0.96	0.994	0.98	0.968	0.99766	0.99082	0.9855	0.9848	0.9940	0.8631
5646	27.2044	39.6078	52.9048	0.96	0.994	0.98	0.968	0.99919	0.99717	0.9977	0.9897	0.9986	0.8893
5647	27.0465	39.3548	17.6633	0.96	0.994	0.98	0.968	0.99878	0.99392	0.9984	0.9898	0.9986	0.8868
5648	266.134	58.7089	47.2994	0.96	0.994	0.98	0.968	0.99774	0.98860	0.9783	0.9847	0.9867	0.8487
5649	264.61	58.3186	53.4471	0.96	0.994	0.98	0.968	0.99732	0.98781	0.9779	0.9848	0.9868	0.8475
5650	256.698	56.6278	48.9046	0.96	0.994	0.98	0.968	0.99774	0.98823	0.9813	0.9853	0.9872	0.8519
5651	493.305	56.1451	43.7209	0.96	0.994	0.98	0.968	0.99752	0.98275	0.9714	0.9854	0.9753	0.8285
5652	518.553	59.0918	63.0387	0.96	0.994	0.98	0.968	0.99778	0.98374	0.9710	0.9846	0.9741	0.8274
5653	520.667	59.3493	34.6788	0.96	0.994	0.98	0.968	0.99749	0.98292	0.9675	0.9846	0.9740	0.8234
5654	51.1767	39.0919	37.6381	0.96	0.994	0.98	0.968	0.99927	0.99634	0.9962	0.9898	0.9974	0.8865
5655	51.9944	39.7582	35.2688	0.96	0.994	0.98	0.968	0.99962	0.99500	0.9963	0.9897	0.9974	0.8854
5656	234.489	58.3095	49.9724	0.96	0.994	0.98	0.968	0.99804	0.98871	0.9816	0.9848	0.9883	0.8534
5657	238.611	58.8963	51.3465	0.96	0.994	0.98	0.968	0.99790	0.98864	0.9820	0.9847	0.9881	0.8533
5658	234.579	57.9308	46.0139	0.96	0.994	0.98	0.968	0.99797	0.98885	0.9802	0.9849	0.9883	0.8523
5659	361.63	21.9059	29.2813	0.96	0.994	0.98	0.968	0.99854	0.98561	0.9800	0.9943	0.9819	0.8524
5660	357.302	21.633	24.9746	0.96	0.994	0.98	0.968	0.99864	0.98604	0.9818	0.9944	0.9821	0.8547
5663	188.176	36.3889	17.4713	0.96	0.994	0.98	0.968	0.99796	0.98574	0.9890	0.9905	0.9906	0.8642
5666	206.035	39.887	33.8324	0.96	0.994	0.98	0.968	0.99748	0.98794	0.9900	0.9896	0.9897	0.8649
5667	206.02	39.8966	30.303	0.96	0.994	0.98	0.968	0.99852	0.99008	0.9897	0.9896	0.9897	0.8675
5668	448.95	12.1034	15.1055	0.96	0.994	0.98	0.968	0.99859	0.98421	0.9822	0.9969	0.9776	0.8515
5669	449.598	12.1223	25.4775	0.96	0.994	0.98	0.968	0.99875	0.98524	0.9816	0.9968	0.9775	0.8520
5670	450.345	12.142	22.2074	0.96	0.994	0.98	0.968	0.99858	0.98569	0.9807	0.9968	0.9775	0.8515
5671	498.137	28.0515	33.0815	0.96	0.994	0.98	0.968	0.99793	0.98360	0.9740	0.9927	0.9751	0.8377
5672	506.292	28.5186	31.867	0.96	0.994	0.98	0.968	0.99808	0.98463	0.9772	0.9926	0.9747	0.8410
5673	485.601	27.3358	32.2264	0.96	0.994	0.98	0.968	0.99806	0.98383	0.9730	0.9929	0.9757	0.8378
5674	251.447	13.764	20.2611	0.96	0.994	0.98	0.968	0.99808	0.99122	0.9872	0.9964	0.9874	0.8698
5675	100.218	39.2427	34.154	0.96	0.994	0.98	0.968	0.99787	0.99362	0.9942	0.9898	0.9950	0.8788
5676	92.6956	36.2444	40.8634	0.96	0.994	0.98	0.968	0.99881	0.99089	0.9947	0.9906	0.9954	0.8787
5677	293.507	37.1579	15.2473	0.96	0.994	0.98	0.968	0.99822	0.98596	0.9752	0.9903	0.9853	0.8478
5678	342.796	43.4909	42.709	0.96	0.994	0.98	0.968	0.99860	0.98505	0.9755	0.9887	0.9829	0.8441
5679	363.969	46.1925	50.2978	0.96	0.994	0.98	0.968	0.99803	0.98537	0.9783	0.9880	0.9818	0.8448
5680	194.022	24.3452	36.1482	0.96	0.994	0.98	0.968	0.99830	0.99145	0.9887	0.9937	0.9903	0.8717
5682	56.5072	57.8459	49.3226	0.96	0.994	0.98	0.968	0.99772	0.99455	0.9916	0.9850	0.9972	0.8749
5683	58.5365	59.9609	50.0492	0.96	0.994	0.98	0.968	0.99730	0.99277	0.9922	0.9844	0.9971	0.8729
5684	28.0086	28.9736	46.4033	0.96	0.994	0.98	0.968	0.99808	0.99327	0.9959	0.9925	0.9986	0.8857
5685	14.69	40.35	43.1316	0.96	0.994	0.98	0.968	0.99925	0.99774	0.9968	0.9895	0.9993	0.8895
5686	14.8484	40.8194	38.363	0.96	0.994	0.98	0.968	0.99916	0.99580	0.9985	0.9894	0.9993	0.8891
5687	127.608	55.2821	52.5072	0.96	0.994	0.98	0.968	0.99745	0.99123	0.9837	0.9856	0.9936	0.8622
5688	132.597	57.4513	50.5937	0.96	0.994	0.98	0.968	0.99749	0.99058	0.9867	0.9851	0.9934	0.8636
5689	68.9787	30.0434	45.124	0.96	0.994	0.98	0.968	0.99843	0.99210	0.9934	0.9922	0.9966	0.8807
5690	34.332	28.9997	46.7823	0.96	0.994	0.98	0.968	0.99796	0.99362	0.9948	0.9925	0.9983	0.8847
5691	66.4731	55.4301	51.0784	0.96	0.994	0.98	0.968	0.99727	0.99112	0.9896	0.9856	0.9967	0.8698
5692	65.2436	54.3993	24.9304	0.96	0.994	0.98	0.968	0.99762	0.99049	0.9901	0.9859	0.9967	0.8702
5693	64.4831	53.7695	19.3287	0.96	0.994	0.98	0.968	0.99850	0.99138	0.9885	0.9860	0.9968	0.8706
5694	7.59062	38.571	50.8272	0.96	0.994	0.98	0.968	0.99907	0.99440	0.9989	0.9900	0.9996	0.8890
5695	7.60609	38.663	21.669	0.96	0.994	0.98	0.968	0.99757	0.99515	0.9992	0.9899	0.9996	0.8886
5696	3.78041	19.1033	4.18458	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9989	0.9950	0.9998	0.8996
5697	22.6566	45.0049	46.7625	0.96	0.994	0.98	0.968	0.99661	0.99362	0.9912	0.9883	0.9989	0.8771
5698	27.1447	53.8946	43.9738	0.96	0.994	0.98	0.968	0.99758	0.99153	0.9938	0.9860	0.9986	0.8762
5699	27.9595	55.4331	31.5383	0.96	0.994	0.98	0.968	0.99859	0.99184	0.9929	0.9856	0.9986	0.8761
5700	13.9614	28.175	11.761	0.96	0.994	0.98	0.968	0.99559	0.99669	0.9969	0.9927	0.9993	0.8883
5701	14.5761	29.3984	13.8698	0.96	0.994	0.98	0.968	0.99654	0.99394	0.9961	0.9924	0.9993	0.8856
5703	91.3808	50.6053	57.969	0.96	0.994	0.98	0.968	0.99797	0.99497	0.9889	0.9868	0.9954	0.8732
5704	95.5482	52.8921	57.3514	0.96	0.994	0.98	0.968	0.99829	0.99539	0.9896	0.9862	0.9952	0.8738
5705	53.0851	29.4487	31.6745	0.96	0.994	0.98	0.968	0.99820	0.99654	0.9958	0.9923	0.9973	0.8874
5706	25.3169	38.6749	53.6692	0.96	0.994	0.98	0.968	0.99835	0.99669	0.9984	0.9899	0.9987	0.8891
5707	13.0533	19.7646	24.0546	0.96	0.994	0.98	0.968	0.99611	1.00000	0.9994	0.9949	0.9993	0.8960
5708	175.329	40.6352	12.3269	0.96	0.994	0.98	0.968	0.99768	0.99128	0.9815	0.9894	0.9912	0.8618
5709	128.128	29.4757	20.8434	0.96	0.994	0.98	0.968	0.99829	0.99470	0.9912	0.9923	0.9936	0.8785
5710	232.728	54.1294	43.7225	0.96	0.994	0.98	0.968	0.99770	0.99130	0.9856	0.9859	0.9884	0.8598
5711	247.676	57.6191	44.6772	0.96	0.994	0.98	0.968	0.99768	0.99229	0.9806	0.9850	0.9876	0.8549
5713	413.109	56.3261	42.1411	0.96	0.994	0.98	0.968	0.99752	0.98829	0.9773	0.9854	0.9793	0.8416
5714	430.229	58.7232	34.5593	0.96	0.994	0.98	0.968	0.99761	0.98731	0.9762	0.9847	0.9785	0.8386
5715	416.501	56.8384	39.5489	0.96	0.994	0.98	0.968	0.99769	0.98815	0.9762	0.9852	0.9792	0.8404
5716	222.496	29.7128	20.1914	0.96	0.994	0.98	0.968	0.99811	0.99255	0.9871	0.9923	0.9889	0.8686
5717	42.9905	39.4045	39.1426	0.96	0.994	0.98	0.968	0.99923	0.99692	0.9977	0.9898	0.9979	0.8885
5718	43.4108	39.8249	29.9758	0.96	0.994	0.98	0.968	0.99700	0.99850	0.9963	0.9896	0.9978	0.8866
5719	187.902	59.4924	39.7023	0.96	0.994	0.98	0.968	0.99797	0.99261	0.9887	0.9845	0.9906	0.8647
5720	183.449	58.0727	41.5864	0.96	0.994	0.98	0.968	0.99824	0.99330	0.9865	0.9849	0.9908	0.8641
5721	181.875	57.6054	52.2207	0.96	0.994	0.98	0.968	0.99815	0.99334	0.9859	0.9850	0.9909	0.8637
5722	94.4509	29.934	20.2177	0.96	0.994	0.98	0.968	0.99891	0.99453	0.9934	0.9922	0.9953	0.8822
5724	164.981	29.7975	20.2326	0.96	0.994	0.98	0.968	0.99877	0.99441	0.9903	0.9923	0.9918	0.8762
5725	308.707	56.0818	45.1458	0.96	0.994	0.98	0.968	0.99807	0.99141	0.9809	0.9854	0.9846	0.8524
