correct as of April 4 2022
Run	PTRIG1	Cur	ChCorr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	BOIL	FADC	Total
6301	290.9	71.8	193.68	0.96	0.994	0.98	0.968	0.9988	0.9965	0.9834	0.9813	0.9855	0.8569
6302	290.8	71.8	189.21	0.96	0.994	0.98	0.968	0.9983	0.9959	0.9827	0.9813	0.9855	0.8553
6304	56.9	40.8	110.40	0.96	0.994	0.98	0.968	0.9982	0.9976	0.9967	0.9894	0.9972	0.8864
6305	56.9	40.8	152.98	0.96	0.994	0.98	0.968	0.9996	0.9987	0.9964	0.9894	0.9972	0.8884
6306	491.3	50.8	39.07	0.96	0.994	0.98	0.968	0.9984	0.9964	0.9774	0.9868	0.9754	0.8472
6307	491.8	51.3	154.23	0.96	0.994	0.98	0.968	0.9988	0.9959	0.9792	0.9867	0.9754	0.8485
6308	491.9	51.3	110.33	0.96	0.994	0.98	0.968	0.9985	0.9965	0.9762	0.9867	0.9754	0.8461
6309	377.0	71.8	94.18	0.96	0.994	0.98	0.968	0.9988	0.9968	0.9789	0.9813	0.9811	0.8493
6310	377.9	71.8	33.42	0.96	0.994	0.98	0.968	0.9978	0.9965	0.9799	0.9813	0.9811	0.8492
6311	39.0	40.8	38.30	0.96	0.994	0.98	0.968	0.9990	0.9969	0.9980	0.9894	0.9981	0.8884
6312	39.0	40.8	62.53	0.96	0.994	0.98	0.968	0.9988	1.0000	0.9977	0.9894	0.9981	0.8907
6313	191.3	71.8	80.97	0.96	0.994	0.98	0.968	0.9989	0.9972	0.9864	0.9813	0.9904	0.8645
6314	191.4	71.8	77.07	0.96	0.994	0.98	0.968	0.9984	0.9967	0.9860	0.9813	0.9904	0.8633
6315	396.4	71.8	82.36	0.96	0.994	0.98	0.968	0.9977	0.9956	0.9801	0.9813	0.9802	0.8477
6316	396.9	71.8	81.35	0.96	0.994	0.98	0.968	0.9988	0.9968	0.9800	0.9813	0.9802	0.8496
6317	77.3	40.8	75.22	0.96	0.994	0.98	0.968	0.9989	0.9989	0.9967	0.9894	0.9961	0.8872
6318	77.2	40.8	88.77	0.96	0.994	0.98	0.968	0.9971	0.9961	0.9964	0.9894	0.9961	0.8829
6322	500.5	45.8	66.98	0.96	0.994	0.98	0.968	0.9985	0.9963	0.9785	0.9881	0.975	0.8488
6323	500.4	45.8	49.09	0.96	0.994	0.98	0.968	0.9983	0.9975	0.9801	0.9881	0.975	0.8512
6325	455.1	20.3	54.87	0.96	0.994	0.98	0.968	0.9981	0.9969	0.9812	0.9947	0.9772	0.8591
6326	455.4	20.3	43.69	0.96	0.994	0.98	0.968	0.9986	0.9970	0.9808	0.9947	0.9772	0.8592
6327	454.9	20.3	35.40	0.96	0.994	0.98	0.968	0.9992	0.9976	0.9841	0.9947	0.9773	0.8633
6328	150.0	40.8	58.75	0.96	0.994	0.98	0.968	0.9965	0.9965	0.9945	0.9894	0.9925	0.8778
6329	149.9	40.8	98.39	0.96	0.994	0.98	0.968	0.9996	0.9982	0.9941	0.9894	0.9925	0.8817
6331	501.2	43.8	158.63	0.96	0.994	0.98	0.968	0.9986	0.9964	0.9793	0.9886	0.9749	0.8501
6332	501.1	43.8	83.77	0.96	0.994	0.98	0.968	0.9986	0.9970	0.9782	0.9886	0.9749	0.8497
6334	483.2	21.3	58.39	0.96	0.994	0.98	0.968	0.9984	0.9967	0.9812	0.9945	0.9758	0.8577
6335	483.4	21.3	64.81	0.96	0.994	0.98	0.968	0.9981	0.9970	0.9820	0.9945	0.9758	0.8584
6336	482.8	21.3	69.25	0.96	0.994	0.98	0.968	0.9988	0.9972	0.9825	0.9945	0.9759	0.8597
6337	484.1	21.3	57.62	0.96	0.994	0.98	0.968	0.9986	0.9973	0.9821	0.9945	0.9758	0.8591
6338	483.5	21.3	65.12	0.96	0.994	0.98	0.968	0.9989	0.9972	0.9821	0.9945	0.9758	0.8594
6339	487.9	11.3	3.85	0.96	0.994	0.98	0.968	0.9956	0.9971	0.9808	0.9971	0.9756	0.8573
6340	484.6	11.3	33.58	0.96	0.994	0.98	0.968	0.9983	0.9958	0.9815	0.9971	0.9758	0.8593
6341	487.7	11.3	46.39	0.96	0.994	0.98	0.968	0.9983	0.9966	0.9826	0.9971	0.9756	0.8609
6342	488.7	11.3	53.00	0.96	0.994	0.98	0.968	0.9985	0.9979	0.9825	0.9971	0.9756	0.8621
6343	489.2	11.3	43.87	0.96	0.994	0.98	0.968	0.9984	0.9965	0.9840	0.9971	0.9755	0.8619
6344	489.4	11.3	13.43	0.96	0.994	0.98	0.968	0.9990	0.9961	0.9845	0.9971	0.9755	0.8626
6345	280.9	40.8	139.99	0.96	0.994	0.98	0.968	0.9984	0.9977	0.9900	0.9894	0.986	0.8709
6346	280.8	40.8	32.12	0.96	0.994	0.98	0.968	0.9985	0.9970	0.9896	0.9894	0.986	0.8701
6347	490.2	11.3	15.75	0.96	0.994	0.98	0.968	0.9996	0.9973	0.9812	0.9971	0.9755	0.8612
6348	477.3	24.8	61.64	0.96	0.994	0.98	0.968	0.9988	0.9981	0.9803	0.9936	0.9761	0.8579
6349	477.6	24.3	77.02	0.96	0.994	0.98	0.968	0.9991	0.9971	0.9827	0.9937	0.9761	0.8595
6350	476.9	24.3	73.72	0.96	0.994	0.98	0.968	0.9987	0.9967	0.9809	0.9937	0.9762	0.8574
6351	476.8	24.3	44.47	0.96	0.994	0.98	0.968	0.9988	0.9972	0.9823	0.9937	0.9762	0.8591
6352	108.9	40.8	68.18	0.96	0.994	0.98	0.968	0.9956	0.9982	0.9951	0.9894	0.9946	0.8810
6353	108.8	40.8	68.28	0.96	0.994	0.98	0.968	0.9964	0.9954	0.9958	0.9894	0.9946	0.8797
6354	108.3	40.8	150.48	0.96	0.994	0.98	0.968	0.9989	0.9985	0.9951	0.9894	0.9946	0.8840
6355	457.4	55.8	137.07	0.96	0.994	0.98	0.968	0.9983	0.9976	0.9797	0.9855	0.9771	0.8505
6356	496.8	60.8	205.48	0.96	0.994	0.98	0.968	0.9984	0.9965	0.9777	0.9842	0.9752	0.8452
6357	496.8	60.8	162.97	0.96	0.994	0.98	0.968	0.9980	0.9970	0.9783	0.9842	0.9752	0.8457
6358	496.9	60.8	93.00	0.96	0.994	0.98	0.968	0.9989	0.9970	0.9759	0.9842	0.9752	0.8444
6359	141.5	71.3	141.95	0.96	0.994	0.98	0.968	0.9982	0.9966	0.9883	0.9815	0.9929	0.8672
6360	141.7	71.3	103.24	0.96	0.994	0.98	0.968	0.9977	0.9966	0.9871	0.9815	0.9929	0.8658
6363	12.9	40.8	28.47	0.96	0.994	0.98	0.968	1.0000	0.9940	0.9981	0.9894	0.9994	0.8880
6364	12.7	40.8	75.00	0.96	0.994	0.98	0.968	0.9987	0.9974	0.9984	0.9894	0.9994	0.8902
6365	12.9	40.8	71.96	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9984	0.9894	0.9994	0.8937
6367	279.2	71.8	85.30	0.96	0.994	0.98	0.968	0.9977	0.9955	0.9856	0.9813	0.986	0.8575
6368	279.1	71.8	84.14	0.96	0.994	0.98	0.968	0.9982	0.9956	0.9852	0.9813	0.986	0.8576
6370	279.1	71.8	70.73	0.96	0.994	0.98	0.968	0.9978	0.9963	0.9818	0.9813	0.986	0.8548
6371	24.3	40.8	85.90	0.96	0.994	0.98	0.968	0.9970	0.9990	0.9985	0.9894	0.9988	0.8896
6372	24.4	40.8	99.51	0.96	0.994	0.98	0.968	0.9991	0.9974	0.9975	0.9894	0.9988	0.8892
6373	47.3	40.8	124.84	0.96	0.994	0.98	0.968	0.9993	0.9987	0.9975	0.9894	0.9976	0.8895
6374	47.2	40.8	53.35	0.96	0.994	0.98	0.968	0.9930	0.9972	0.9972	0.9894	0.9976	0.8823
6375	482.6	60.8	95.99	0.96	0.994	0.98	0.968	0.9981	0.9954	0.9775	0.9842	0.9759	0.8443
6376	482.9	61.3	148.62	0.96	0.994	0.98	0.968	0.9980	0.9976	0.9774	0.9841	0.9759	0.8460
6377	483.2	61.3	64.83	0.96	0.994	0.98	0.968	0.9980	0.9973	0.9785	0.9841	0.9758	0.8465
6378	450.7	27.3	86.04	0.96	0.994	0.98	0.968	0.9984	0.9967	0.9821	0.9929	0.9775	0.8586
6379	451.1	27.3	87.11	0.96	0.994	0.98	0.968	0.9983	0.9981	0.9821	0.9929	0.9774	0.8597
6380	452.5	27.8	95.32	0.96	0.994	0.98	0.968	0.9990	0.9972	0.9818	0.9928	0.9774	0.8591
6381	452.6	27.8	18.53	0.96	0.994	0.98	0.968	0.9996	0.9980	0.9835	0.9928	0.9774	0.8618
6382	92.0	40.8	74.86	0.96	0.994	0.98	0.968	1.0000	0.9969	0.9959	0.9894	0.9954	0.8851
6383	92.3	40.8	109.16	0.96	0.994	0.98	0.968	0.9993	0.9973	0.9953	0.9894	0.9954	0.8843
6385	34.8	40.3	79.78	0.96	0.994	0.98	0.968	0.9981	0.9981	0.9979	0.9895	0.9983	0.8890
6386	35.2	40.8	29.91	0.96	0.994	0.98	0.968	0.9982	0.9982	0.9965	0.9894	0.9982	0.8878
6387	326.6	71.3	129.47	0.96	0.994	0.98	0.968	0.9980	0.9973	0.9819	0.9815	0.9837	0.8541
6388	326.6	71.3	106.00	0.96	0.994	0.98	0.968	0.9985	0.9973	0.9801	0.9815	0.9837	0.8529
6389	35.4	40.3	64.12	0.96	0.994	0.98	0.968	0.9993	0.9978	0.9981	0.9895	0.9982	0.8898
6390	71.2	40.8	59.62	0.96	0.994	0.98	0.968	0.9992	0.9984	0.9972	0.9894	0.9964	0.8877
6391	71.2	40.8	40.48	0.96	0.994	0.98	0.968	0.9963	0.9975	0.9958	0.9894	0.9964	0.8832
6393	510.4	52.8	18.89	0.96	0.994	0.98	0.968	0.9990	0.9976	0.9794	0.9863	0.9745	0.8492
6394	511.4	52.8	56.86	0.96	0.994	0.98	0.968	0.9989	0.9964	0.9771	0.9863	0.9744	0.8460
6395	511.5	52.8	71.90	0.96	0.994	0.98	0.968	0.9983	0.9972	0.9793	0.9863	0.9744	0.8481
6396	511.8	52.8	20.91	0.96	0.994	0.98	0.968	0.9976	0.9966	0.9798	0.9863	0.9744	0.8474
6397	327.3	71.8	43.52	0.96	0.994	0.98	0.968	0.9985	0.9975	0.9840	0.9813	0.9836	0.8564
6398	327.1	71.3	70.76	0.96	0.994	0.98	0.968	0.9987	0.9974	0.9834	0.9815	0.9836	0.8560
6399	512.0	25.3	15.57	0.96	0.994	0.98	0.968	0.9986	0.9968	0.9781	0.9934	0.9744	0.8532
6400	511.5	25.3	7.26	0.96	0.994	0.98	0.968	0.9982	0.9964	0.9778	0.9934	0.9744	0.8522
6401	511.6	25.3	3.66	0.96	0.994	0.98	0.968	0.9962	0.9962	0.9795	0.9934	0.9744	0.8518
6402	511.3	25.3	55.29	0.96	0.994	0.98	0.968	0.9989	0.9976	0.9816	0.9934	0.9744	0.8571
6403	511.9	25.3	64.67	0.96	0.994	0.98	0.968	0.9980	0.9968	0.9802	0.9934	0.9744	0.8545
6404	511.6	25.3	49.71	0.96	0.994	0.98	0.968	0.9985	0.9964	0.9811	0.9934	0.9744	0.8553
6405	140.9	40.8	61.19	0.96	0.994	0.98	0.968	0.9973	0.9982	0.9952	0.9894	0.993	0.8811
6406	140.9	40.8	54.82	0.96	0.994	0.98	0.968	0.9990	0.9980	0.9947	0.9894	0.993	0.8820
6407	265.1	40.8	55.07	0.96	0.994	0.98	0.968	1.0000	0.9991	0.9893	0.9894	0.9867	0.8734
6408	265.0	40.8	74.97	0.96	0.994	0.98	0.968	0.9992	0.9977	0.9917	0.9894	0.9867	0.8738
6410	483.0	12.3	8.40	0.96	0.994	0.98	0.968	0.9975	0.9966	0.9820	0.9968	0.9759	0.8597
6411	481.0	12.3	40.46	0.96	0.994	0.98	0.968	0.9991	0.9978	0.9833	0.9968	0.9759	0.8632
6412	481.5	12.3	30.29	0.96	0.994	0.98	0.968	0.9991	0.9964	0.9826	0.9968	0.9759	0.8614
6413	519.8	13.3	32.30	0.96	0.994	0.98	0.968	0.9989	0.9962	0.9814	0.9965	0.974	0.8581
6415	520.5	13.3	43.20	0.96	0.994	0.98	0.968	0.9992	0.9965	0.9827	0.9965	0.974	0.8597
6416	519.4	13.3	33.16	0.96	0.994	0.98	0.968	0.9978	0.9974	0.9823	0.9965	0.974	0.8590
6417	522.7	13.3	25.42	0.96	0.994	0.98	0.968	0.9983	0.9972	0.9801	0.9965	0.9739	0.8572
6419	466.2	71.8	103.82	0.96	0.994	0.98	0.968	0.9991	0.9960	0.9699	0.9813	0.9767	0.8374
6421	466.7	71.8	80.45	0.96	0.994	0.98	0.968	0.9984	0.9970	0.9733	0.9813	0.9767	0.8405
6422	466.2	71.8	56.14	0.96	0.994	0.98	0.968	0.9985	0.9958	0.9738	0.9813	0.9767	0.8401
6423	44.4	40.8	25.52	0.96	0.994	0.98	0.968	0.9983	0.9983	0.9970	0.9894	0.9978	0.8880
6425	44.4	40.8	55.03	0.96	0.994	0.98	0.968	0.9975	0.9975	0.9970	0.9894	0.9978	0.8865
6426	44.4	40.8	31.59	0.96	0.994	0.98	0.968	1.0000	0.9924	0.9975	0.9894	0.9978	0.8847
6427	86.6	40.8	54.27	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9953	0.9894	0.9957	0.8876
6428	86.4	40.8	60.91	0.96	0.994	0.98	0.968	0.9992	0.9954	0.9957	0.9894	0.9957	0.8832
6429	530.1	40.8	44.69	0.96	0.994	0.98	0.968	0.9981	0.9955	0.9764	0.9894	0.9735	0.8459
6430	530.3	40.8	67.29	0.96	0.994	0.98	0.968	0.9989	0.9954	0.9755	0.9894	0.9735	0.8457
6431	530.4	40.8	34.85	0.96	0.994	0.98	0.968	0.9988	0.9941	0.9753	0.9894	0.9735	0.8443
6432	401.4	30.8	63.32	0.96	0.994	0.98	0.968	0.9990	0.9958	0.9811	0.9920	0.9799	0.8589
6433	269.7	20.3	60.52	0.96	0.994	0.98	0.968	0.9984	0.9964	0.9884	0.9947	0.9865	0.8734
6434	525.6	20.3	63.85	0.96	0.994	0.98	0.968	0.9985	0.9960	0.9790	0.9947	0.9737	0.8536
6435	475.2	18.3	62.54	0.96	0.994	0.98	0.968	0.9991	0.9967	0.9812	0.9952	0.9762	0.8593
6436	475.4	18.3	37.88	0.96	0.994	0.98	0.968	0.9985	0.9958	0.9806	0.9952	0.9762	0.8575
6439	165.7	40.8	46.28	0.96	0.994	0.98	0.968	1.0000	0.9939	0.9925	0.9894	0.9917	0.8761
6440	166.1	41.3	54.72	0.96	0.994	0.98	0.968	1.0000	0.9951	0.9931	0.9893	0.9917	0.8776
6441	308.0	40.8	49.60	0.96	0.994	0.98	0.968	0.9991	0.9965	0.9891	0.9894	0.9846	0.8684
6442	308.0	40.8	66.89	0.96	0.994	0.98	0.968	0.9987	0.9980	0.9873	0.9894	0.9846	0.8677
6443	478.2	9.8	29.78	0.96	0.994	0.98	0.968	0.9994	0.9955	0.9836	0.9975	0.9761	0.8625
6444	482.4	9.8	33.11	0.96	0.994	0.98	0.968	0.9986	0.9968	0.9832	0.9975	0.9759	0.8624
6445	480.3	9.8	31.27	0.96	0.994	0.98	0.968	0.9987	0.9964	0.9835	0.9975	0.976	0.8625
6446	482.0	9.8	28.44	0.96	0.994	0.98	0.968	0.9993	0.9955	0.9826	0.9975	0.9759	0.8613
6447	481.4	9.8	28.79	0.96	0.994	0.98	0.968	0.9989	0.9967	0.9819	0.9975	0.9759	0.8613
6448	480.8	9.8	32.32	0.96	0.994	0.98	0.968	0.9994	0.9976	0.9838	0.9975	0.976	0.8643
6451	230.5	61.3	65.14	0.96	0.994	0.98	0.968	0.9981	0.9948	0.9818	0.9841	0.9885	0.8584
6452	230.6	61.8	76.68	0.96	0.994	0.98	0.968	0.9982	0.9949	0.9817	0.9839	0.9885	0.8584
6453	230.6	61.8	78.92	0.96	0.994	0.98	0.968	0.9986	0.9952	0.9820	0.9839	0.9885	0.8591
6454	23.7	41.3	152.64	0.96	0.994	0.98	0.968	0.9983	0.9966	0.9975	0.9893	0.9988	0.8876
6455	23.3	40.8	35.53	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9971	0.9894	0.9988	0.8920
6456	41.1	41.3	106.36	0.96	0.994	0.98	0.968	1.0000	0.9970	0.9963	0.9893	0.9979	0.8876
6459	447.7	66.8	113.92	0.96	0.994	0.98	0.968	0.9979	0.9939	0.9741	0.9826	0.9776	0.8401
6460	446.4	66.8	10.09	0.96	0.994	0.98	0.968	0.9973	0.9919	0.9753	0.9826	0.9777	0.8391
6461	380.3	56.3	120.70	0.96	0.994	0.98	0.968	0.9988	0.9951	0.9781	0.9854	0.981	0.8506
6462	333.0	49.3	109.02	0.96	0.994	0.98	0.968	0.9990	0.9940	0.9824	0.9872	0.9833	0.8572
6463	243.8	35.8	13.13	0.96	0.994	0.98	0.968	0.9986	0.9951	0.9844	0.9907	0.9878	0.8666
6464	243.3	35.8	94.28	0.96	0.994	0.98	0.968	0.9984	0.9952	0.9858	0.9907	0.9878	0.8676
6465	489.9	37.8	116.03	0.96	0.994	0.98	0.968	0.9983	0.9958	0.9766	0.9902	0.9755	0.8489
6466	489.8	37.8	98.42	0.96	0.994	0.98	0.968	0.9989	0.9948	0.9768	0.9902	0.9755	0.8487
6467	490.1	37.8	73.47	0.96	0.994	0.98	0.968	0.9981	0.9958	0.9781	0.9902	0.9755	0.8500
6468	75.0	40.8	63.73	0.96	0.994	0.98	0.968	0.9989	0.9979	0.9968	0.9894	0.9963	0.8866
6469	74.9	40.8	17.73	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9965	0.9894	0.9963	0.8892
6470	74.9	40.8	73.26	0.96	0.994	0.98	0.968	0.9961	0.9990	0.9955	0.9894	0.9963	0.8840
6471	140.2	40.8	61.46	0.96	0.994	0.98	0.968	0.9990	0.9969	0.9939	0.9894	0.993	0.8803
6472	140.3	40.8	80.08	0.96	0.994	0.98	0.968	0.9984	0.9984	0.9941	0.9894	0.993	0.8813
6473	493.1	19.3	36.77	0.96	0.994	0.98	0.968	0.9980	0.9969	0.9803	0.9950	0.9753	0.8568
6474	492.0	19.3	7.36	0.96	0.994	0.98	0.968	1.0000	0.9960	0.9801	0.9950	0.9754	0.8576
6475	492.6	19.3	48.90	0.96	0.994	0.98	0.968	0.9984	0.9972	0.9806	0.9950	0.9754	0.8577
6476	493.5	19.3	48.78	0.96	0.994	0.98	0.968	0.9991	0.9971	0.9821	0.9950	0.9753	0.8594
6477	492.7	19.3	48.72	0.96	0.994	0.98	0.968	0.9980	0.9972	0.9816	0.9950	0.9754	0.8582
6478	492.9	19.3	48.98	0.96	0.994	0.98	0.968	0.9987	0.9966	0.9804	0.9950	0.9754	0.8573
6479	493.1	19.3	44.60	0.96	0.994	0.98	0.968	0.9988	0.9957	0.9806	0.9950	0.9753	0.8567
6486	191.8	61.3	103.00	0.96	0.994	0.98	0.968	0.9985	0.9967	0.9860	0.9841	0.9904	0.8658
6487	19.6	40.8	56.47	0.96	0.994	0.98	0.968	0.9994	0.9981	0.9985	0.9894	0.999	0.8911
6488	35.7	40.8	49.39	0.96	0.994	0.98	0.968	0.9993	0.9973	0.9975	0.9894	0.9982	0.8888
6489	359.8	61.3	86.30	0.96	0.994	0.98	0.968	0.9982	0.9964	0.9850	0.9841	0.982	0.8569
6490	485.2	42.8	72.66	0.96	0.994	0.98	0.968	0.9981	0.9966	0.9788	0.9889	0.9757	0.8504
6491	484.3	42.8	17.67	0.96	0.994	0.98	0.968	0.9990	0.9972	0.9830	0.9889	0.9758	0.8554
6493	484.3	42.8	72.98	0.96	0.994	0.98	0.968	0.9980	0.9970	0.9791	0.9889	0.9758	0.8510
6494	66.0	40.8	62.43	0.96	0.994	0.98	0.968	0.9995	0.9979	0.9965	0.9894	0.9967	0.8872
6495	121.4	40.8	70.06	0.96	0.994	0.98	0.968	0.9996	0.9991	0.9953	0.9894	0.9939	0.8848
6496	447.9	20.3	23.30	0.96	0.994	0.98	0.968	0.9985	0.9976	0.9827	0.9947	0.9776	0.8616
6497	449.3	20.3	59.77	0.96	0.994	0.98	0.968	0.9984	0.9973	0.9819	0.9947	0.9775	0.8606
6498	451.3	20.3	47.95	0.96	0.994	0.98	0.968	0.9987	0.9976	0.9832	0.9947	0.9774	0.8621
6499	449.7	20.3	36.75	0.96	0.994	0.98	0.968	0.9984	0.9977	0.9837	0.9947	0.9775	0.8625
6500	425.1	61.3	32.48	0.96	0.994	0.98	0.968	0.9982	0.9966	0.9789	0.9841	0.9787	0.8490
6501	460.1	66.3	40.72	0.96	0.994	0.98	0.968	0.9989	0.9963	0.9760	0.9828	0.977	0.8443
6502	50.7	40.8	70.28	0.96	0.994	0.98	0.968	0.9974	0.9991	0.9974	0.9894	0.9975	0.8880
6503	96.3	40.8	44.88	0.96	0.994	0.98	0.968	0.9991	0.9972	0.9958	0.9894	0.9952	0.8842
6504	96.7	40.8	21.60	0.96	0.994	0.98	0.968	1.0000	0.9980	0.9954	0.9894	0.9952	0.8855
6506	489.0	35.8	22.16	0.96	0.994	0.98	0.968	0.9982	0.9976	0.9794	0.9907	0.9755	0.8531
6507	490.0	35.8	90.51	0.96	0.994	0.98	0.968	0.9982	0.9967	0.9782	0.9907	0.9755	0.8513
6509	490.9	18.3	43.84	0.96	0.994	0.98	0.968	0.9989	0.9976	0.9823	0.9952	0.9755	0.8603
6510	490.8	18.3	29.20	0.96	0.994	0.98	0.968	0.9977	0.9976	0.9848	0.9952	0.9755	0.8614
6512	179.2	40.8	43.47	0.96	0.994	0.98	0.968	0.9984	0.9984	0.9935	0.9894	0.991	0.8790
6513	317.8	40.8	42.23	0.96	0.994	0.98	0.968	0.9983	0.9989	0.9957	0.9894	0.9841	0.8751
6514	493.1	10.3	16.26	0.96	0.994	0.98	0.968	0.9984	0.9973	0.9847	0.9973	0.9753	0.8633
6515	497.6	10.3	31.20	0.96	0.994	0.98	0.968	0.9987	0.9978	0.9827	0.9973	0.9751	0.8621
6516	499.4	10.3	12.02	0.96	0.994	0.98	0.968	0.9995	0.9965	0.9830	0.9973	0.975	0.8618
6517	497.8	10.3	31.40	0.96	0.994	0.98	0.968	0.9986	0.9973	0.9824	0.9973	0.9751	0.8613
6518	426.2	61.3	24.97	0.96	0.994	0.98	0.968	0.9978	0.9956	0.9773	0.9841	0.9787	0.8464
6519	462.1	66.3	121.51	0.96	0.994	0.98	0.968	0.9987	0.9943	0.9723	0.9828	0.9769	0.8390
6520	461.5	66.3	51.46	0.96	0.994	0.98	0.968	0.9980	0.9943	0.9723	0.9828	0.9769	0.8385
6521	45.1	40.8	102.31	0.96	0.994	0.98	0.968	0.9981	0.9968	0.9969	0.9894	0.9977	0.8862
6522	28.2	40.8	86.11	0.96	0.994	0.98	0.968	1.0000	0.9971	0.9967	0.9894	0.9986	0.8888
6523	28.2	40.8	108.37	0.96	0.994	0.98	0.968	1.0000	0.9988	0.9973	0.9894	0.9986	0.8909
6524	299.0	66.3	145.37	0.96	0.994	0.98	0.968	0.9989	0.9933	0.9778	0.9828	0.9851	0.8503
6525	298.6	66.3	118.81	0.96	0.994	0.98	0.968	0.9992	0.9941	0.9785	0.9828	0.9851	0.8518
6526	299.0	66.3	101.49	0.96	0.994	0.98	0.968	0.9984	0.9911	0.9777	0.9828	0.985	0.8477
6527	475.6	61.3	77.71	0.96	0.994	0.98	0.968	0.9981	0.9932	0.9716	0.9841	0.9762	0.8375
6528	475.4	61.3	184.86	0.96	0.994	0.98	0.968	0.9989	0.9930	0.9717	0.9841	0.9762	0.8382
6529	475.4	61.3	128.80	0.96	0.994	0.98	0.968	0.9980	0.9941	0.9726	0.9841	0.9762	0.8391
6531	46.9	40.8	127.82	0.96	0.994	0.98	0.968	1.0000	0.9965	0.9966	0.9894	0.9977	0.8874
6532	47.0	40.8	57.95	0.96	0.994	0.98	0.968	0.9960	0.9980	0.9963	0.9894	0.9976	0.8848
6533	87.5	40.8	66.65	0.96	0.994	0.98	0.968	0.9990	0.9981	0.9939	0.9894	0.9956	0.8837
6534	87.8	40.8	45.90	0.96	0.994	0.98	0.968	1.0000	0.9985	0.9945	0.9894	0.9956	0.8855
6535	489.2	35.8	111.17	0.96	0.994	0.98	0.968	0.9981	0.9955	0.9779	0.9907	0.9755	0.8501
6536	488.9	35.8	100.53	0.96	0.994	0.98	0.968	0.9982	0.9959	0.9750	0.9907	0.9756	0.8480
6537	485.2	45.8	61.39	0.96	0.994	0.98	0.968	0.9982	0.9959	0.9749	0.9881	0.9757	0.8457
6538	68.3	40.8	36.07	0.96	0.994	0.98	0.968	0.9985	0.9990	0.9965	0.9894	0.9966	0.8872
6539	124.5	40.8	35.42	0.96	0.994	0.98	0.968	0.9990	0.9969	0.9937	0.9894	0.9938	0.8808
6541	503.2	25.3	55.78	0.96	0.994	0.98	0.968	0.9989	0.9964	0.9795	0.9934	0.9748	0.8546
6542	481.1	13.3	30.79	0.96	0.994	0.98	0.968	0.9984	0.9962	0.9808	0.9965	0.9759	0.8588
6543	478.8	13.3	44.50	0.96	0.994	0.98	0.968	0.9984	0.9964	0.9829	0.9965	0.9761	0.8609
6544	220.5	40.8	45.50	0.96	0.994	0.98	0.968	0.9984	0.9984	0.9887	0.9894	0.989	0.8729
6545	438.3	70.3	108.94	0.96	0.994	0.98	0.968	0.9985	0.9940	0.9723	0.9817	0.9781	0.8389
6546	37.4	39.8	50.94	0.96	0.994	0.98	0.968	1.0000	0.9962	0.9969	0.9897	0.9981	0.8880
6547	62.0	39.8	53.51	0.96	0.994	0.98	0.968	0.9994	0.9966	0.9966	0.9897	0.9969	0.8865
6548	482.6	44.8	45.37	0.96	0.994	0.98	0.968	0.9981	0.9949	0.9738	0.9884	0.9759	0.8443
6549	481.9	44.8	62.20	0.96	0.994	0.98	0.968	0.9987	0.9940	0.9741	0.9884	0.9759	0.8443
6550	482.6	24.8	63.21	0.96	0.994	0.98	0.968	0.9985	0.9963	0.9797	0.9936	0.9759	0.8555
6551	491.6	24.8	57.13	0.96	0.994	0.98	0.968	0.9981	0.9958	0.9782	0.9936	0.9754	0.8529
6552	109.9	40.8	67.06	0.96	0.994	0.98	0.968	0.9988	0.9988	0.9950	0.9894	0.9945	0.8841
7593	91.9	51.3	81.49	0.96	0.994	0.98	0.968	0.9990	0.9905	0.9923	0.9867	0.9954	0.8730
7594	91.7	51.3	184.41	0.96	0.994	0.98	0.968	0.9988	0.9922	0.9919	0.9867	0.9954	0.8740
7595	91.6	51.3	100.76	0.96	0.994	0.98	0.968	0.9992	0.9927	0.9919	0.9867	0.9954	0.8747
7596	91.7	51.3	53.90	0.96	0.994	0.98	0.968	0.9990	0.9900	0.9919	0.9867	0.9954	0.8722
7597	91.7	51.3	127.39	0.96	0.994	0.98	0.968	0.9974	0.9919	0.9906	0.9867	0.9954	0.8713
7599	11.6	40.8	6.13	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9993	0.9894	0.9994	0.8945
7600	11.6	40.8	17.43	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9976	0.9894	0.9994	0.8930
7601	11.7	40.8	34.31	0.96	0.994	0.98	0.968	1.0000	0.9926	0.9993	0.9894	0.9994	0.8878
7602	11.6	40.8	102.25	0.96	0.994	0.98	0.968	0.9980	0.9961	0.9985	0.9894	0.9994	0.8885
7603	11.7	41.3	113.05	0.96	0.994	0.98	0.968	0.9963	0.9981	0.9990	0.9893	0.9994	0.8891
7604	11.7	41.3	49.94	0.96	0.994	0.98	0.968	0.9958	1.0000	0.9980	0.9893	0.9994	0.8895
7605	22.1	41.3	135.31	0.96	0.994	0.98	0.968	1.0000	0.9956	0.9979	0.9893	0.9989	0.8887
