Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.290	24.400	166.70	0.0059987	-0.032807	-0.028742	-1.3320	17.075	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.404	166.70	0.0059987	-0.032808	-0.028742	-1.3320	17.075	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.408	166.70	0.0059987	-0.032808	-0.028741	-1.3320	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.413	166.70	0.0059987	-0.032808	-0.028741	-1.3320	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.417	166.70	0.0059987	-0.032808	-0.028740	-1.3320	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.421	166.70	0.0059987	-0.032809	-0.028740	-1.3320	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.425	166.70	0.0059987	-0.032809	-0.028739	-1.3320	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.429	166.70	0.0059987	-0.032809	-0.028739	-1.3321	17.076	28.004	908.80	-0.0069981	undefined	undefined	liquid
22.290	24.434	166.70	0.0059987	-0.032809	-0.028739	-1.3321	17.076	28.004	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.438	166.70	0.0059987	-0.032810	-0.028738	-1.3321	17.076	28.004	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.442	166.70	0.0059987	-0.032810	-0.028738	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.446	166.70	0.0059987	-0.032810	-0.028737	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.450	166.70	0.0059987	-0.032810	-0.028737	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.455	166.70	0.0059987	-0.032810	-0.028736	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.459	166.70	0.0059987	-0.032811	-0.028736	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.463	166.70	0.0059987	-0.032811	-0.028735	-1.3321	17.076	28.003	908.80	-0.0069982	undefined	undefined	liquid
22.290	24.467	166.70	0.0059987	-0.032811	-0.028735	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.471	166.70	0.0059987	-0.032811	-0.028734	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.476	166.70	0.0059987	-0.032812	-0.028734	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.480	166.70	0.0059987	-0.032812	-0.028733	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.484	166.70	0.0059987	-0.032812	-0.028733	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.488	166.70	0.0059987	-0.032812	-0.028733	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
22.290	24.492	166.70	0.0059987	-0.032813	-0.028732	-1.3322	17.076	28.003	908.81	-0.0069983	undefined	undefined	liquid
