Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.240	24.400	166.83	0.0059941	-0.034201	-0.030139	-1.3947	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.404	166.83	0.0059941	-0.034202	-0.030139	-1.3947	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.408	166.83	0.0059941	-0.034202	-0.030138	-1.3948	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.413	166.83	0.0059941	-0.034202	-0.030138	-1.3948	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.417	166.83	0.0059941	-0.034202	-0.030138	-1.3948	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.421	166.83	0.0059941	-0.034203	-0.030137	-1.3948	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.425	166.83	0.0059941	-0.034203	-0.030137	-1.3948	17.013	27.883	910.81	-0.0070464	undefined	undefined	liquid
22.240	24.429	166.83	0.0059940	-0.034203	-0.030136	-1.3948	17.013	27.883	910.81	-0.0070465	undefined	undefined	liquid
22.240	24.434	166.83	0.0059940	-0.034203	-0.030136	-1.3948	17.013	27.883	910.81	-0.0070465	undefined	undefined	liquid
22.240	24.438	166.83	0.0059940	-0.034204	-0.030135	-1.3948	17.013	27.883	910.81	-0.0070465	undefined	undefined	liquid
22.240	24.442	166.83	0.0059940	-0.034204	-0.030135	-1.3948	17.013	27.883	910.82	-0.0070465	undefined	undefined	liquid
22.240	24.446	166.83	0.0059940	-0.034204	-0.030134	-1.3948	17.013	27.883	910.82	-0.0070465	undefined	undefined	liquid
22.240	24.450	166.83	0.0059940	-0.034204	-0.030134	-1.3949	17.013	27.883	910.82	-0.0070465	undefined	undefined	liquid
22.240	24.455	166.83	0.0059940	-0.034204	-0.030133	-1.3949	17.013	27.883	910.82	-0.0070465	undefined	undefined	liquid
22.240	24.459	166.83	0.0059940	-0.034205	-0.030133	-1.3949	17.013	27.883	910.82	-0.0070465	undefined	undefined	liquid
22.240	24.463	166.83	0.0059940	-0.034205	-0.030132	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.467	166.83	0.0059940	-0.034205	-0.030132	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.471	166.83	0.0059940	-0.034205	-0.030132	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.476	166.83	0.0059940	-0.034206	-0.030131	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.480	166.83	0.0059940	-0.034206	-0.030131	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.484	166.83	0.0059940	-0.034206	-0.030130	-1.3949	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.488	166.83	0.0059940	-0.034206	-0.030130	-1.3950	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.492	166.83	0.0059940	-0.034207	-0.030129	-1.3950	17.013	27.883	910.82	-0.0070466	undefined	undefined	liquid
22.240	24.497	166.83	0.0059940	-0.034207	-0.030129	-1.3950	17.013	27.883	910.82	-0.0070467	undefined	undefined	liquid
