Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.390	25.600	68.399	0.014620	0.038414	0.043617	1.9380	11.671	22.255	1057.8	-0.0090793	11.402	0.10531	liquid
22.390	25.604	68.399	0.014620	0.038414	0.043617	1.9380	11.671	22.255	1057.8	-0.0090794	11.402	0.10531	liquid
22.390	25.607	68.399	0.014620	0.038414	0.043617	1.9379	11.671	22.255	1057.8	-0.0090794	11.402	0.10531	liquid
22.390	25.610	68.399	0.014620	0.038413	0.043618	1.9379	11.671	22.255	1057.8	-0.0090795	11.402	0.10531	liquid
22.390	25.614	68.399	0.014620	0.038413	0.043618	1.9379	11.671	22.255	1057.8	-0.0090795	11.402	0.10531	liquid
22.390	25.617	68.399	0.014620	0.038413	0.043619	1.9379	11.671	22.255	1057.8	-0.0090795	11.402	0.10531	liquid
22.390	25.621	68.399	0.014620	0.038412	0.043619	1.9379	11.671	22.255	1057.8	-0.0090796	11.402	0.10531	liquid
22.390	25.624	68.399	0.014620	0.038412	0.043619	1.9379	11.671	22.255	1057.8	-0.0090796	11.402	0.10531	liquid
22.390	25.628	68.399	0.014620	0.038412	0.043620	1.9379	11.671	22.255	1057.8	-0.0090797	11.402	0.10531	liquid
22.390	25.631	68.399	0.014620	0.038412	0.043620	1.9378	11.671	22.255	1057.8	-0.0090797	11.402	0.10531	liquid
22.390	25.635	68.399	0.014620	0.038411	0.043621	1.9378	11.671	22.255	1057.8	-0.0090798	11.402	0.10531	liquid
22.390	25.638	68.399	0.014620	0.038411	0.043621	1.9378	11.671	22.254	1057.8	-0.0090798	11.402	0.10531	liquid
22.390	25.642	68.399	0.014620	0.038411	0.043621	1.9378	11.671	22.254	1057.8	-0.0090798	11.402	0.10531	liquid
22.390	25.645	68.399	0.014620	0.038410	0.043622	1.9378	11.671	22.254	1057.8	-0.0090799	11.402	0.10531	liquid
