Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.150	24.400	167.06	0.0059857	-0.036695	-0.032639	-1.5074	16.900	27.665	914.51	-0.0071348	undefined	undefined	liquid
22.150	24.404	167.06	0.0059857	-0.036696	-0.032639	-1.5074	16.900	27.665	914.51	-0.0071348	undefined	undefined	liquid
22.150	24.408	167.06	0.0059857	-0.036696	-0.032638	-1.5074	16.900	27.665	914.52	-0.0071348	undefined	undefined	liquid
22.150	24.413	167.06	0.0059857	-0.036696	-0.032638	-1.5074	16.900	27.665	914.52	-0.0071348	undefined	undefined	liquid
22.150	24.417	167.06	0.0059857	-0.036696	-0.032637	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.421	167.06	0.0059857	-0.036697	-0.032637	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.425	167.06	0.0059857	-0.036697	-0.032636	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.429	167.06	0.0059857	-0.036697	-0.032636	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.434	167.06	0.0059857	-0.036697	-0.032635	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.438	167.06	0.0059857	-0.036698	-0.032635	-1.5074	16.900	27.665	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.442	167.06	0.0059857	-0.036698	-0.032634	-1.5075	16.900	27.664	914.52	-0.0071349	undefined	undefined	liquid
22.150	24.446	167.06	0.0059857	-0.036698	-0.032634	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.450	167.06	0.0059857	-0.036698	-0.032633	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.455	167.06	0.0059857	-0.036698	-0.032633	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.459	167.06	0.0059857	-0.036699	-0.032633	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.463	167.06	0.0059857	-0.036699	-0.032632	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.467	167.06	0.0059857	-0.036699	-0.032632	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.471	167.06	0.0059857	-0.036699	-0.032631	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.476	167.06	0.0059857	-0.036700	-0.032631	-1.5075	16.900	27.664	914.52	-0.0071350	undefined	undefined	liquid
22.150	24.480	167.06	0.0059857	-0.036700	-0.032630	-1.5076	16.900	27.664	914.52	-0.0071351	undefined	undefined	liquid
22.150	24.484	167.06	0.0059857	-0.036700	-0.032630	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.488	167.06	0.0059857	-0.036700	-0.032629	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.492	167.06	0.0059857	-0.036701	-0.032629	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.497	167.06	0.0059857	-0.036701	-0.032628	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.501	167.06	0.0059857	-0.036701	-0.032628	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.505	167.06	0.0059857	-0.036701	-0.032628	-1.5076	16.900	27.664	914.53	-0.0071351	undefined	undefined	liquid
22.150	24.509	167.06	0.0059857	-0.036702	-0.032627	-1.5076	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.513	167.07	0.0059857	-0.036702	-0.032627	-1.5076	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.518	167.07	0.0059857	-0.036702	-0.032626	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.522	167.07	0.0059857	-0.036702	-0.032626	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.526	167.07	0.0059857	-0.036702	-0.032625	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.530	167.07	0.0059857	-0.036703	-0.032625	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.534	167.07	0.0059857	-0.036703	-0.032624	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.539	167.07	0.0059857	-0.036703	-0.032624	-1.5077	16.900	27.664	914.53	-0.0071352	undefined	undefined	liquid
22.150	24.543	167.07	0.0059857	-0.036703	-0.032623	-1.5077	16.900	27.664	914.53	-0.0071353	undefined	undefined	liquid
22.150	24.547	167.07	0.0059857	-0.036704	-0.032623	-1.5077	16.900	27.664	914.53	-0.0071353	undefined	undefined	liquid
22.150	24.551	167.07	0.0059857	-0.036704	-0.032622	-1.5077	16.900	27.664	914.53	-0.0071353	undefined	undefined	liquid
22.150	24.555	167.07	0.0059857	-0.036704	-0.032622	-1.5077	16.900	27.664	914.53	-0.0071353	undefined	undefined	liquid
22.150	24.560	167.07	0.0059857	-0.036704	-0.032622	-1.5078	16.900	27.664	914.53	-0.0071353	undefined	undefined	liquid
22.150	24.564	167.07	0.0059857	-0.036705	-0.032621	-1.5078	16.900	27.664	914.54	-0.0071353	undefined	undefined	liquid
22.150	24.568	167.07	0.0059857	-0.036705	-0.032621	-1.5078	16.900	27.664	914.54	-0.0071353	undefined	undefined	liquid
22.150	24.572	167.07	0.0059857	-0.036705	-0.032620	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.576	167.07	0.0059857	-0.036705	-0.032620	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.581	167.07	0.0059857	-0.036706	-0.032619	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.585	167.07	0.0059857	-0.036706	-0.032619	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.589	167.07	0.0059857	-0.036706	-0.032618	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.593	167.07	0.0059857	-0.036706	-0.032618	-1.5078	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.597	167.07	0.0059857	-0.036707	-0.032617	-1.5079	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.602	167.07	0.0059856	-0.036707	-0.032617	-1.5079	16.900	27.664	914.54	-0.0071354	undefined	undefined	liquid
22.150	24.606	167.07	0.0059856	-0.036707	-0.032616	-1.5079	16.900	27.664	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.610	167.07	0.0059856	-0.036707	-0.032616	-1.5079	16.900	27.664	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.614	167.07	0.0059856	-0.036707	-0.032616	-1.5079	16.900	27.664	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.618	167.07	0.0059856	-0.036708	-0.032615	-1.5079	16.900	27.664	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.623	167.07	0.0059856	-0.036708	-0.032615	-1.5079	16.900	27.663	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.627	167.07	0.0059856	-0.036708	-0.032614	-1.5079	16.900	27.663	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.631	167.07	0.0059856	-0.036708	-0.032614	-1.5079	16.900	27.663	914.54	-0.0071355	undefined	undefined	liquid
22.150	24.635	167.07	0.0059856	-0.036709	-0.032613	-1.5080	16.900	27.663	914.54	-0.0071356	undefined	undefined	liquid
22.150	24.639	167.07	0.0059856	-0.036709	-0.032613	-1.5080	16.900	27.663	914.54	-0.0071356	undefined	undefined	liquid
22.150	24.644	167.07	0.0059856	-0.036709	-0.032612	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.648	167.07	0.0059856	-0.036709	-0.032612	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.652	167.07	0.0059856	-0.036710	-0.032611	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.656	167.07	0.0059856	-0.036710	-0.032611	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.660	167.07	0.0059856	-0.036710	-0.032610	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.665	167.07	0.0059856	-0.036710	-0.032610	-1.5080	16.900	27.663	914.55	-0.0071356	undefined	undefined	liquid
22.150	24.669	167.07	0.0059856	-0.036711	-0.032610	-1.5080	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.673	167.07	0.0059856	-0.036711	-0.032609	-1.5080	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.677	167.07	0.0059856	-0.036711	-0.032609	-1.5081	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.681	167.07	0.0059856	-0.036711	-0.032608	-1.5081	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.686	167.07	0.0059856	-0.036711	-0.032608	-1.5081	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.690	167.07	0.0059856	-0.036712	-0.032607	-1.5081	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.694	167.07	0.0059856	-0.036712	-0.032607	-1.5081	16.900	27.663	914.55	-0.0071357	undefined	undefined	liquid
22.150	24.698	167.07	0.0059856	-0.036712	-0.032606	-1.5081	16.900	27.663	914.55	-0.0071358	undefined	undefined	liquid
22.150	24.702	167.07	0.0059856	-0.036712	-0.032606	-1.5081	16.900	27.663	914.55	-0.0071358	undefined	undefined	liquid
22.150	24.707	167.07	0.0059856	-0.036713	-0.032605	-1.5081	16.900	27.663	914.55	-0.0071358	undefined	undefined	liquid
22.150	24.711	167.07	0.0059856	-0.036713	-0.032605	-1.5081	16.900	27.663	914.55	-0.0071358	undefined	undefined	liquid
22.150	24.715	167.07	0.0059856	-0.036713	-0.032604	-1.5082	16.900	27.663	914.55	-0.0071358	undefined	undefined	liquid
