Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
22.210	24.400	166.91	0.0059913	-0.035035	-0.030975	-1.4323	16.975	27.811	912.03	-0.0070756	undefined	undefined	liquid
22.210	24.404	166.91	0.0059913	-0.035035	-0.030974	-1.4323	16.975	27.811	912.03	-0.0070756	undefined	undefined	liquid
22.210	24.408	166.91	0.0059913	-0.035035	-0.030974	-1.4323	16.975	27.810	912.03	-0.0070757	undefined	undefined	liquid
22.210	24.413	166.91	0.0059913	-0.035036	-0.030973	-1.4323	16.975	27.810	912.03	-0.0070757	undefined	undefined	liquid
22.210	24.417	166.91	0.0059913	-0.035036	-0.030973	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.421	166.91	0.0059913	-0.035036	-0.030972	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.425	166.91	0.0059913	-0.035036	-0.030972	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.429	166.91	0.0059913	-0.035037	-0.030972	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.434	166.91	0.0059913	-0.035037	-0.030971	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.438	166.91	0.0059913	-0.035037	-0.030971	-1.4324	16.975	27.810	912.04	-0.0070757	undefined	undefined	liquid
22.210	24.442	166.91	0.0059913	-0.035037	-0.030970	-1.4324	16.975	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.446	166.91	0.0059913	-0.035038	-0.030970	-1.4324	16.975	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.450	166.91	0.0059913	-0.035038	-0.030969	-1.4324	16.975	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.455	166.91	0.0059913	-0.035038	-0.030969	-1.4325	16.975	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.459	166.91	0.0059913	-0.035038	-0.030968	-1.4325	16.976	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.463	166.91	0.0059913	-0.035038	-0.030968	-1.4325	16.976	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.467	166.91	0.0059913	-0.035039	-0.030967	-1.4325	16.976	27.810	912.04	-0.0070758	undefined	undefined	liquid
22.210	24.471	166.91	0.0059912	-0.035039	-0.030967	-1.4325	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.476	166.91	0.0059912	-0.035039	-0.030966	-1.4325	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.480	166.91	0.0059912	-0.035039	-0.030966	-1.4325	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.484	166.91	0.0059912	-0.035040	-0.030966	-1.4325	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.488	166.91	0.0059912	-0.035040	-0.030965	-1.4325	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.492	166.91	0.0059912	-0.035040	-0.030965	-1.4326	16.976	27.810	912.04	-0.0070759	undefined	undefined	liquid
22.210	24.497	166.91	0.0059912	-0.035040	-0.030964	-1.4326	16.976	27.810	912.05	-0.0070759	undefined	undefined	liquid
22.210	24.501	166.91	0.0059912	-0.035041	-0.030964	-1.4326	16.976	27.810	912.05	-0.0070759	undefined	undefined	liquid
22.210	24.505	166.91	0.0059912	-0.035041	-0.030963	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.509	166.91	0.0059912	-0.035041	-0.030963	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.513	166.91	0.0059912	-0.035041	-0.030962	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.518	166.91	0.0059912	-0.035042	-0.030962	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.522	166.91	0.0059912	-0.035042	-0.030961	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.526	166.91	0.0059912	-0.035042	-0.030961	-1.4326	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.530	166.91	0.0059912	-0.035042	-0.030961	-1.4327	16.976	27.810	912.05	-0.0070760	undefined	undefined	liquid
22.210	24.534	166.91	0.0059912	-0.035043	-0.030960	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
22.210	24.539	166.91	0.0059912	-0.035043	-0.030960	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
22.210	24.543	166.91	0.0059912	-0.035043	-0.030959	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
22.210	24.547	166.91	0.0059912	-0.035043	-0.030959	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
22.210	24.551	166.91	0.0059912	-0.035043	-0.030958	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
22.210	24.555	166.91	0.0059912	-0.035044	-0.030958	-1.4327	16.976	27.810	912.05	-0.0070761	undefined	undefined	liquid
